,status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares,content,candidate_label,classification
3139,15704546335_10154054821086336,Donald J. Trump took on Jeb Bush over George W. Bush's foreign policy record at tonight’s #GOPDebate.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154054821086336/?type=3,2016-02-13 22:11:00,7405,3428,1223,  Jeb Bush George Bushs foreign policy record tonight GOPDebate,trump,Neutral
3140,15704546335_10154054790406336,Jeb Bush took a swipe at Donald J. Trump and defended his family and George W. Bush's legacy at tonight’s #GOPDebate.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154054790406336/?type=3,2016-02-13 22:00:59,2513,1039,201,Jeb Bush swipe   defended family George Bushs legacy tonight GOPDebate,trump,Neutral
3143,15704546335_10154051425466336,GOP presidential front-runner Donald J. Trump signs everything from keepsakes… to kids!,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154051425466336/?type=3,2016-02-12 14:00:00,6913,546,313,GOP presidential frontrunner   signs keepsakes kids,trump,Neutral
3144,15704546335_10154050985591336,"""Donald J. Trump and Bernie Sanders didn’t win in Iowa (though they came very close), but New Hampshire was a markedly different story. The political outsiders have officially taken control, and they've done it with authenticity and strength of message."" –Douglas E. Schoen

Do you agree? Weigh in and watch 'Fox News Reporting: Voter Revolt,' anchored by Bret Baier, TONIGHT at 10p ET.",OPINION: Why the 2016 Presidential Race Is Unlike Any Other,link,http://www.foxnews.com/opinion/2016/02/11/voter-revolt-why-2016-presidential-race-is-unlike-any-other.html,2016-02-12 11:23:14,474,365,40,  Bernie Sanders didn win Iowa close Hampshire markedly story political outsiders officially control theyve authenticity strength message Douglas SchoenDo agree Weigh watch Fox News Reporting Voter Revolt anchored Bret Baier TONIGHT,trump,Neutral
3145,15704546335_10154051106866336,"Donald J. Trump vows to no longer use profanity on the campaign trail. 

Do you think he’ll keep his promise?","No More Profanity on the Campaign Trail, Trump Vows",link,http://insider.foxnews.com/2016/02/12/no-more-profanity-campaign-trail-trump-promises,2016-02-12 11:07:00,12470,4277,900,  vows longer profanity campaign trail ll promise,trump,Neutral
3146,15704546335_10154049631836336,"“I look at these commercials thrown at me. These guys are spending … hundreds of millions of dollars on negative commercials on me, and all of the money comes from the insurance industry, the oil industry, the lumber industry.”

ICYMI: Last night on “Hannity,” Donald J. Trump said that every other candidate is being controlled by special interest groups and donors. Do you agree? http://bit.ly/20PimWk",,video,https://www.facebook.com/FoxNews/videos/10154049631836336/,2016-02-12 06:00:00,9468,1984,2317,commercials thrown guys spending hundreds millions dollars negative commercials money insurance industry oil industry lumber industry ICYMI night Hannity   candidate controlled special interest groups donors agree httpbitlyPimWk,trump,Negative
3147,15704546335_10154050086021336,Donald J. Trump explained that the Republican establishment is so upset with him because he refuses to be bought by donors and lobbyists.,Trump: 'I Can’t Be Bought',link,http://insider.foxnews.com/2016/02/11/donald-trump-talks-new-hampshire-south-carolina-and-negative-ads,2016-02-11 22:53:15,26960,2037,2947,  explained Republican establishment upset refuses bought donors lobbyists,trump,Neutral
3150,15704546335_10154049221491336,"Tattoo artist Bob Holmes has never voted before, but Donald J. Trump's candidacy is changing that... He's even giving free tattoos of The Donald!

Watch more on ""Fox News Reporting: Voter Revolt,"" Friday at 10p ET on Fox News Channel. http://bit.ly/1PFESqa",,video,https://www.facebook.com/FoxNews/videos/10154049221491336/,2016-02-11 14:29:42,7857,1714,2088,Tattoo artist Bob Holmes voted  s candidacy changing free tattoos Watch Fox News Reporting Voter Revolt Friday Fox News Channel httpbitlyPFESqa,trump,Neutral
3152,15704546335_10154047233011336,"""Donald J. Trump on the other hand, obviously says whatever flies into his head — there are Tourette's patients with more control — and people like it."" – Bill Maher",Maher on Rise of Trump & Sanders: 'Americans Are Sick of Political Correctness',link,http://insider.foxnews.com/2016/02/10/maher-rise-trump-sanders-americans-are-sick-political-correctness,2016-02-11 01:45:00,3151,1058,244,  hand flies head Tourettes patients control people Bill Maher,trump,Neutral
3154,15704546335_10154047371571336,"""We're dealing with a socialist, perhaps even a communist. I listened to [Bernie Sanders'] speech last night — that was beyond socialism."" 

Donald J. Trump spoke to Greta Van Susteren about his victory in New Hampshire, adding that it was surprising to see Sanders win big on the Democratic side. bit.ly/1Li7MKX",,video,https://www.facebook.com/FoxNews/videos/10154047371571336/,2016-02-10 20:00:00,12253,1497,1918,dealing socialist communist listened Bernie Sanders speech night socialism   spoke Greta Van Susteren victory Hampshire adding surprising Sanders win big Democratic side bitlyLiMKX,trump,Neutral
3155,15704546335_10154047102051336,"Throughout the lengthy spoof, Depp spouts numerous one-liners that are very Trump-like. 

""By day, it's me against the city,"" he touts. ""By night, it's me and the city.""",Johnny Depp Stars as Donald Trump in Hour-Long 'Funny or Die' Spoof,link,http://www.foxnews.com/entertainment/2016/02/10/johnny-depp-stars-as-donald-trump-in-epic-51-minute-funny-or-die-spoof/?intcmp=hphz07,2016-02-10 18:00:00,1004,413,226,lengthy spoof Depp spouts numerous oneliners like day city touts night city,trump,Neutral
3157,15704546335_10154046074951336,"This morning on 'Fox & Friends,' Donald J. Trump responded to the New York Daily News cover mocking him and his supporters.",Trump Hits Back After Daily News Calls His NH Voters 'Mindless Zombies',link,http://insider.foxnews.com/2016/02/10/donald-trump-responds-ny-daily-news-cover-slams-owner-after-new-hampshire-primary,2016-02-10 09:55:58,10437,8037,2738,morning Fox Friends   responded York Daily News cover mocking supporters,trump,Neutral
3158,15704546335_10154045149741336,"“We’re getting rid of Common Core. We’re going to educate our children locally.”

ICYMI: After winning the New Hampshire Republican primary, Donald J. Trump also promised to make ""great trade deals,"" ""rebuild our military,"" and ""take care of our vets."" bit.ly/1TbDTUs",,video,https://www.facebook.com/FoxNews/videos/10154045149741336/,2016-02-10 07:00:00,33190,1804,3932,rid Common Core going educate children locally ICYMI winning Hampshire Republican primary   promised great trade deals rebuild military care vets bitlyTbDTUs,trump,Neutral
3159,15704546335_10154045115076336,"ICYMI: In his victory speech in New Hampshire last night, Donald J. Trump said he's going to ""be the greatest jobs president that God ever created.""",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154045115076336/?type=3,2016-02-10 05:00:01,29419,2321,2878,ICYMI victory speech Hampshire night   going greatest jobs president God created,trump,Neutral
3160,15704546335_10154044908766336,"Donald J. Trump had a ""yuuuge"" win in the New Hampshire Republican primary, and it was in part thanks to Chris Christie going after Marco Rubio during the #GOPDebate over the weekend, Charles Krauthammer said.",Krauthammer: Christie's 'Suicide Attack' on Rubio Helped Trump Win NH,link,http://insider.foxnews.com/2016/02/09/chris-christies-suicide-attack-rubio-helped-trump-win-nh,2016-02-10 03:15:00,1605,834,129,  yuuuge win Hampshire Republican primary Chris Christie going Marco Rubio GOPDebate weekend Charles Krauthammer,trump,Neutral
3161,15704546335_10154044988546336,"“A clear plurality of voters in the GOP primary here in New Hampshire have just given the middle finger to the GOP establishment.” 

Howard Kurtz said that Donald J. Trump's “resounding victory” tonight shows that he has the ability to channel the anger that voters are feeling. Do you agree? http://bit.ly/1Q6pp1v",,video,https://www.facebook.com/FoxNews/videos/10154044988546336/,2016-02-10 01:41:03,7257,1278,550,clear plurality voters GOP primary Hampshire middle finger GOP establishment Howard Kurtz  s resounding victory tonight ability channel anger voters feeling agree httpbitlyQppv,trump,Neutral
3162,15704546335_10154045096436336,"""We're going to knock the hell out of ISIS ... and it's going to be done the right way.""
 
Donald J. Trump spoke to supporters following his first-place finish in the New Hampshire primary. More: http://bit.ly/1TbDTUs",,video,https://www.facebook.com/FoxNews/videos/10154045096436336/,2016-02-10 00:36:23,14077,1537,1304,going knock hell ISIS going   spoke supporters firstplace finish Hampshire primary httpbitlyTbDTUs,trump,Neutral
3163,15704546335_10154045016151336,"Steve Doocy talked to Donald J. Trump, the winner of the New Hampshire primary, moments before the candidate gave his victory speech. 

TUNE IN to the exclusive interview tomorrow on Fox & Friends.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154045016151336/?type=3,2016-02-10 00:00:01,681,180,27,Steve Doocy talked   winner Hampshire primary moments candidate victory speech TUNE exclusive interview tomorrow Fox Friends,trump,Neutral
3164,15704546335_10154045050641336,"Donald J. Trump spoke about the terrorist attacks in Paris during his victory speech in New Hampshire, saying ""France has the toughest gun laws in the world ... nobody had protection."" http://bit.ly/1TbDTUs",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154045050641336/?type=3,2016-02-09 23:00:01,10298,683,762,  spoke terrorist attacks Paris victory speech Hampshire France toughest gun laws protection httpbitlyTbDTUs,trump,Neutral
3165,15704546335_10154045046336336,"“We are going to preserve our very sacred Second Amendment.” 

WATCH: After his big win in the New Hampshire Republican primary, Donald J. Trump promised to protect the Second Amendment, repeal and replace ObamaCare and eliminate Common Core. bit.ly/1TbDTUs",,video,https://www.facebook.com/FoxNews/videos/10154045046336336/,2016-02-09 22:19:09,28372,2005,7720,going preserve sacred Second Amendment WATCH big win Hampshire Republican primary   promised protect Second Amendment repeal replace ObamaCare eliminate Common Core bitlyTbDTUs,trump,Neutral
3167,15704546335_10154044879721336,"Republicans John Kasich, Jeb Bush, Ted Cruz, Marco Rubio and Chris Christie are locked in a tight fight for second and third place in the New Hampshire primary, which was easily won by Donald J. Trump. More: http://bit.ly/23VOVB5",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154044879721336/?type=3,2016-02-09 21:00:08,1345,512,106,Republicans John Kasich Jeb Bush Ted Cruz Marco Rubio Chris Christie locked tight fight second third place Hampshire primary easily won   httpbitlyVOVB,trump,Neutral
3168,15704546335_10154044728506336,BREAKING NEWS: Fox News projects Donald J. Trump wins the Republican New Hampshire primary. http://fxn.ws/1QnDk8E,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154044728506336/?type=3,2016-02-09 20:01:26,34418,2968,12759,BREAKING NEWS Fox News projects   wins Republican Hampshire primary httpfxnwsQnDkE,trump,Neutral
3169,15704546335_10154044198141336,"“I would have Russia do a lot of the bombing of ISIS.” 

Watch the video below and tell us what YOU think of Donald J. Trump's plan to defeat ISIS.",,video,https://www.facebook.com/FoxNews/videos/10154044198141336/,2016-02-09 15:36:46,14887,1979,2984,Russia lot bombing ISIS Watch video  s plan defeat ISIS,trump,Neutral
3172,15704546335_10154043553506336,"Apparently, this is what happens to McDonald's chicken nuggets and fries after six years...",A Woman Kept a McDonald's Meal for 6 Years - The Result Will Shock You,link,http://insider.foxnews.com/2016/02/09/photo-mcdonalds-happy-meal-chicken-nuggets-fries-after-6-years,2016-02-09 10:35:13,4340,1670,4362,Mcs chicken nuggets fries years,trump,Neutral
3173,15704546335_10154043367591336,Here's a behind-the-scenes snapshot of Donald J. Trump talking to Steve Doocy and Tucker Carlson ahead of the New Hampshire primary!,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154043367591336/?type=3,2016-02-09 08:56:18,2789,515,109,behindthescenes snapshot   talking Steve Doocy Tucker Carlson ahead Hampshire primary,trump,Neutral
3174,15704546335_10154041615776336,"The ""Keep Calm, Caesar On"" salad is 730 calories (the number posted on McDonald's' website doesn't include the dressing) while the Double Big Mac is 680.",McDonald's Salad Is Worse Than a Double Big Mac,link,http://www.foxnews.com/leisure/2016/02/05/mcdonald3s-salad-worse-than-double-big-mac/,2016-02-09 02:30:00,2096,443,1593,Calm Caesar salad calories number posted Mcs website doesnt include dressing Double Big Mac,trump,Neutral
3175,15704546335_10154042542501336,"""I think America is great, but look – it's troubled ... right now we are in a lot of trouble. We're being scoffed at and laughed at by everybody on the planet.""

Do you agree with Donald J. Trump's comments? bit.ly/23TOIOF",,video,https://www.facebook.com/FoxNews/videos/10154042542501336/,2016-02-08 23:00:00,26722,3209,3062,America great troubled lot trouble scoffed laughed planetDo agree  s comments bitlyTOIOF,trump,Neutral
3178,15704546335_10154041729046336,"The former president said Donald J. Trump is not a ""very well-informed man.""",Former Mexican President Blasts Donald Trump's Wall Proposal,link,http://latino.foxnews.com/latino/politics/2016/02/08/mexican-ex-president-calderon-are-not-paying-cent-for-such-stupid-wall/,2016-02-08 16:20:00,4463,5871,1056,president   wellinformed man,trump,Neutral
3181,15704546335_10154039083721336,"""I'm going to support the Republican nominee, even if it's Trump.""

Today on ""Fox News Sunday,"" Jeb Bush said he'd support the eventual Republican nominee, and believes it will be him. http://fxn.ws/1Qlk078",,video,https://www.facebook.com/FoxNews/videos/10154039083721336/,2016-02-08 00:30:00,1762,1075,173,going support Republican nominee Today Fox News Sunday Jeb Bush support eventual Republican nominee believes will httpfxnwsQlk,trump,Neutral
3183,15704546335_10154038388016336,"""I would love to run against a socialist, probably a communist, if you want to know the truth.""

Today on ""FOX & Friends Weekend,"" Donald J. Trump talked about potentially running against Sen. Bernie Sanders in the fall.",,video,https://www.facebook.com/FoxNews/videos/10154038388016336/,2016-02-07 11:51:30,2364,510,136,love socialist communist truthToday FOX Friends Weekend   talked running Sen Bernie Sanders fall,trump,Neutral
3184,15704546335_10154037601941336,"At last night's #GOPDebate, Donald J. Trump said President Barack Obama has “no idea what he’s doing and our country is going to hell.”

Do you agree or disagree?",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154037601941336/?type=3,2016-02-07 07:00:00,53585,6560,4014,nights GOPDebate   President Barack Obama idea country going hell agree disagree,trump,Negative
3185,15704546335_10154037666251336,"Moments ago, Donald J. Trump told Bret Baier he won tonight's #GOPDebate. Who do you think won?",,video,https://www.facebook.com/FoxNews/videos/10154037666251336/,2016-02-06 23:52:33,11218,4239,998,Moments ago   told Bret Baier won tonights GOPDebate won,trump,Neutral
3186,15704546335_10154037532281336,"At the #GOPDebate, Donald J. Trump said police in America deserve greater respect.",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154037532281336/?type=3,2016-02-06 22:47:50,6702,500,942,GOPDebate   police America deserve greater respect,trump,Neutral
3189,15704546335_10154037460511336,Donald J. Trump responds to Ted Cruz saying he would not bring back waterboarding. #GOPDebate,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154037460511336/?type=3,2016-02-06 21:41:56,9754,887,1958,  responds Ted Cruz bring waterboarding GOPDebate,trump,Neutral
3190,15704546335_10154037410936336,Donald J. Trump says he's the only Republican candidate who is not taking money from special interest groups and donors. #GOPDebate,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154037410936336/?type=3,2016-02-06 21:18:22,2726,432,1265,  Republican candidate money special interest groups donors GOPDebate,trump,Negative
3191,15704546335_10154037310436336,Donald J. Trump responds to Ted Cruz criticizing his temperament. #GOPDebate,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154037310436336/?type=3,2016-02-06 20:34:06,1443,281,271,  responds Ted Cruz criticizing temperament GOPDebate,trump,Neutral
3192,15704546335_10154036601821336,"On ""Hannity,"" Kimberly Guilfoyle said she doesn't think there's ""any chance that Trump is going to not delivery fully.""",'It's Do or Die Time': Hannity Panel Breaks Down the Polls Ahead of NH,link,http://insider.foxnews.com/2016/02/05/hannitys-panel-breaks-down-new-hampshire-polls,2016-02-06 20:00:00,946,218,40,Hannity Kimberly Guilfoyle doesnt chance  going delivery fully,trump,Neutral
3194,15704546335_10154036483886336,"Last night, the issue of paying off the country's massive national debt was the topic of heated discussion between Bill O'Reilly and Donald J. Trump. http://bit.ly/1TJJEYT",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154036483886336/?type=3,2016-02-06 14:57:41,13570,1062,1091,night issue paying countrys massive national debt topic heated discussion Bill OReilly   httpbitlyTJJEYT,trump,Neutral
3195,15704546335_10154034107931336,TONIGHT: GOP presidential candidate Donald J. Trump like you’ve never seen him before – Don't miss 'Watters' World' at 5p and 8p ET.,,video,https://www.facebook.com/FoxNews/videos/10154034107931336/,2016-02-06 12:00:01,2055,482,468,TONIGHT GOP presidential candidate   ve Dont Watters,trump,Neutral
3196,15704546335_10154034614621336,"Bill O'Reilly: ""You're going to be in the next debate – you've confirmed that?""

Donald J. Trump: ""Yes.""

WATCH: Trump confirms he will be attending the March 3 Fox News #GOPDebate in Detroit, Michigan. http://bit.ly/1TJJEYT",,video,https://www.facebook.com/FoxNews/videos/10154034614621336/,2016-02-05 20:30:00,4863,1396,368,Bill OReilly going debate youve confirmed that  YesWATCH  confirms will attending March Fox News GOPDebate Detroit Michigan httpbitlyTJJEYT,trump,Neutral
3197,15704546335_10154033842281336,"Protester on illegal immigrants: ""They're the backbone of our country!”

""The backbone of our country? I don't think so, darling.” – Donald J. Trump",Watch Trump's Response to Immigration Heckler,link,http://insider.foxnews.com/2016/02/05/video-trump-immigration-heckler-nh-rally-i-dont-think-so-darling,2016-02-05 10:57:04,21911,2169,2291,Protester illegal immigrants backbone country backbone country dont darling  ,trump,Neutral
3203,15704546335_10154030087971336,"""I think it was a disgrace that he did it, and I don't think it should be even allowed. I think those votes should be taken away, and there were plenty of them.""

Tonight ""On the Record,"" Donald J. Trump continued his criticism of Ted Cruz, saying ""he really lies."" http://bit.ly/1NR0ttE",,video,https://www.facebook.com/FoxNews/videos/10154030087971336/,2016-02-03 23:00:00,13718,5558,2583,disgrace dont allowed votes plenty themTonight Record   continued criticism Ted Cruz lies httpbitlyNRttE,trump,Neutral
3206,15704546335_10154030127196336,"Donald J. Trump spoke ""On the Record"" about President Barack Obama's visit to a Baltimore mosque today. Do you agree? http://bit.ly/1NR0ttE",Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154030127196336/?type=3,2016-02-03 20:00:00,44557,4415,17195,  spoke Record President Barack Obamas visit Baltimore mosque today agree httpbitlyNRttE,trump,Neutral
3207,15704546335_10154029778281336,"WATCH: Ted Cruz responded to Donald J. Trump's tweets challenging the Iowa results and said it's no surprise he threw a ""Trumper-tantrum."" http://fxn.ws/1PUImKW",,video,https://www.facebook.com/FoxNews/videos/10154029778281336/,2016-02-03 16:45:00,12306,5262,2820,WATCH Ted Cruz responded  s tweets challenging Iowa surprise threw ertantrum httpfxnwsPUImKW,trump,Neutral
3208,15704546335_10154029192941336,"Donald J. Trump called for either a new election to be held or for Ted Cruz's results to be ""nullified.""","Trump Says Cruz 'Stole Iowa,' Calls for Caucus Results to Be 'Nullified'",link,http://insider.foxnews.com/2016/02/03/donald-trump-twitter-says-cruz-stole-iowa-calls-caucus-results-be-nullified,2016-02-03 11:50:14,10030,6313,2132,  called election held Ted Cruzs nullified,trump,Neutral
3209,15704546335_10154029050141336,"""I think some people were disappointed that I didn't go into the debate.""- Donald J. Trump",Donald Trump Admits Skipping Debate May Have Hurt Him in Iowa,link,http://www.foxnews.com/politics/2016/02/03/donald-trump-admits-skipping-debate-may-have-hurt-him-in-iowa.html?intcmp=hpcmt,2016-02-03 10:29:33,3243,1814,176,people disappointed didnt debate  ,trump,Neutral
3212,15704546335_10154028087716336,"“We’re a country that’s scoffed at and laughed at all over the world. We do for everyone else, they don’t do anything for us.”

Do you agree with Donald J. Trump? http://bit.ly/23IaiWg",,video,https://www.facebook.com/FoxNews/videos/10154028087716336/,2016-02-02 23:15:00,32638,3732,5653,country scoffed laughed don agree   httpbitlyIaiWg,trump,Neutral
3217,15704546335_10154025774156336,Marco Rubio spoke to supporters tonight after a third place finish behind Ted Cruz and Donald J. Trump in the #IowaCaucus.,Timeline Photos,photo,https://www.facebook.com/FoxNews/photos/a.184044921335.134777.15704546335/10154025774156336/?type=3,2016-02-01 23:07:24,4001,514,471,Marco Rubio spoke supporters tonight third place finish Ted Cruz   IowaCaucus,trump,Neutral
3219,15704546335_10154022504036336,"""Frankly, I've got a lot more respect for Donald J. Trump than I do some of the candidates who will be anything you want them to be."" – Mike Huckabee",,video,https://www.facebook.com/FoxNews/videos/10154022504036336/,2016-02-01 04:20:00,15250,1445,2262,Frankly Ive lot respect   candidates will Mike Huckabee,trump,Neutral
3220,15704546335_10154023296891336,"""On the issue of defending unborn children and protecting women from the violence of abortion Mr. Trump cannot be trusted."" – Iowa Right to Life & Concerned Women of America",Pro-Lifers to Caucus-Goers: 'Support Anyone but Trump',link,http://insider.foxnews.com/2016/01/31/pro-life-groups-rally-against-donald-trump,2016-02-01 01:20:00,3310,1808,554,issue defending unborn children protecting women violence abortion  trusted Iowa Life Concerned Women America,trump,Neutral
3221,15704546335_10154023202486336,“Donald has declared bankruptcy four times. So for him to sit there owing hundreds of millions or billions or who knows and to criticize Heidi and me for putting our entire net worth into the campaign is astonishing.” – Ted Cruz,Cruz and Trump Hit Each Other Over Loans in FNS Exclusives,link,http://insider.foxnews.com/2016/01/31/ted-cruz-loans-response-donald-trump-fox-news-sunday,2016-01-31 22:40:00,4218,1295,499, declared bankruptcy times sit hundreds millions billions criticize Heidi putting entire net worth campaign astonishing Ted Cruz,trump,Neutral
3222,15704546335_10154022595141336,"""If it comes down to Trump and Cruz, I would vote for Trump.""

Former GOP presidential candidate Bob Dole slammed Ted Cruz today, explaining to Neil Cavuto why he'd prefer Donald J. Trump for president.",,video,https://www.facebook.com/FoxNews/videos/10154022595141336/,2016-01-31 22:00:00,5783,1723,679, Cruz vote Former GOP presidential candidate Bob Dole slammed Ted Cruz today explaining Neil Cavuto prefer   president,trump,Neutral
3225,15704546335_10154019948321336,"""A vote for Marco Rubio or a vote for Donald J. Trump is a vote for amnesty."" – Ted Cruz",,video,https://www.facebook.com/FoxNews/videos/10154019948321336/,2016-01-30 23:00:00,2855,1822,483,vote Marco Rubio vote   vote amnesty Ted Cruz,trump,Neutral
3229,15704546335_10154019990976336,"""Ted Cruz is an anchor baby in Canada.""

Yesterday in a speech to supporters in Nashua, New Hampshire, Donald J. Trump had blistering words for Sen. Cruz.",,video,https://www.facebook.com/FoxNews/videos/10154019990976336/,2016-01-30 14:45:00,3793,2486,390,Ted Cruz anchor baby CanadaYesterday speech supporters Nashua Hampshire   blistering Sen Cruz,trump,Neutral
3235,15704546335_10154018125451336,Not every McDonald's customer is smiling at these.,McDonald’s Blasted for Serving Cheese-Less Mozzarella Sticks,link,http://www.foxnews.com/leisure/2016/01/28/mcdonalds-blasted-for-serving-cheese-less-mozzarella-sticks/,2016-01-29 17:28:00,2491,1261,999,Mcs customer smiling,trump,Neutral
3241,15704546335_10154016473216336,"""Just before we went on air, you were joking that it was sort of like Voldermort, 'He Who Must Not Be Named.""

WATCH: Ted Cruz joined The Kelly File to discuss his #GOPDebate performance and the absence of Donald J. Trump.",,video,https://www.facebook.com/FoxNews/videos/10154016473216336/,2016-01-29 00:20:00,2194,1451,346,air joking sort Voldermort NamedWATCH Ted Cruz joined Kelly File discuss GOPDebate performance absence  ,trump,Neutral
3246,15704546335_10154016159576336,"""I'm a maniac and everyone on this stage is stupid, fat, and ugly... Now that we've gotten the Donald J. Trump portion out of the way..."" — Sen. Ted Cruz #GOPDebate",,video,https://www.facebook.com/FoxNews/videos/10154016159576336/,2016-01-28 21:10:57,8830,3262,2649,maniac stage stupid fat ugly weve   portion Sen Ted Cruz GOPDebate,trump,Neutral
3249,15704546335_10154013988111336,"Pro-Cruz super PACs have offered to donate $1.5 million to veterans if Donald J. Trump will debate Ted Cruz one-on-one in Iowa ahead of the caucuses.

Do you think he should accept the challenge? WATCH and weigh in. http://bit.ly/206wuKw",,video,https://www.facebook.com/FoxNews/videos/10154013988111336/,2016-01-27 23:00:00,4268,3345,1375,ProCruz super PACs offered donate veterans   will debate Ted Cruz oneonone Iowa ahead caucusesDo accept challenge WATCH weigh httpbitlywuKw,trump,Neutral
3251,15704546335_10154013744766336,"Bill O'Reilly to Donald J. Trump: “[Voters] want to know you, but by walking away from this debate you’re not giving them the opportunity … Just want you to consider it.”

WATCH highlight number two from tonight’s “O’Reilly Factor” interview with Trump. http://bit.ly/1QEx6RC",,video,https://www.facebook.com/FoxNews/videos/10154013744766336/,2016-01-27 20:50:00,8288,6742,1929,Bill OReilly   Voters walking debate opportunity consider WATCH highlight number tonight Reilly Factor interview  httpbitlyQExRC,trump,Neutral
3252,15704546335_10154013724441336,"WATCH: Tonight on “The O’Reilly Factor,” Bill O'Reilly, citing Donald J. Trump’s Christian faith, encouraged the front-runner to “turn the other cheek” and reconsider attending tomorrow night’s Fox News-Google #GOPDebate. http://bit.ly/1QEx6RC",,video,https://www.facebook.com/FoxNews/videos/10154013724441336/,2016-01-27 20:13:20,4376,3528,803,WATCH Tonight Reilly Factor Bill OReilly citing   Christian faith encouraged frontrunner turn cheek reconsider attending tomorrow night Fox NewsGoogle GOPDebate httpbitlyQExRC,trump,Neutral
3253,15704546335_10154012687521336,“He’s taking his ball and he’s going home. That’s all the better for the country really as far as I’m concerned.” – Rand Paul on Donald J. Trump skipping the Fox News-Google #GOPDebate,,video,https://www.facebook.com/FoxNews/videos/10154012687521336/,2016-01-27 11:52:00,6692,5865,1373,ball going better country concerned Rand Paul   skipping Fox NewsGoogle GOPDebate,trump,Neutral
3254,15704546335_10154012335986336,“I’ve been asked some hard questions...it doesn’t bother me at all.” – Dr. Ben Carson reacts to Donald J. Trump boycotting the Fox News-Google #GOPDebate on Thursday,,video,https://www.facebook.com/FoxNews/videos/10154012335986336/,2016-01-27 08:24:05,5780,3341,761,ve asked hard questionsit doesn bother Dr Ben Carson reacts   boycotting Fox NewsGoogle GOPDebate Thursday,trump,Neutral
3256,15704546335_10154011471946336,“Let me make an offer tonight. I will take Donald J. Trump’s podium on that stage Thursday night … And I will do it on behalf of all the people I have met in [Iowa] who are not on any stage.” – Mike Huckabee,,video,https://www.facebook.com/FoxNews/videos/10154011471946336/,2016-01-26 23:30:00,7704,2057,1422,offer tonight will   podium stage Thursday night will behalf people met Iowa stage Mike Huckabee,trump,Neutral
3257,15704546335_10154011407056336,"“If you’re afraid to have anyone ask a question, that does not bode well for what kind of commander-in-chief you’d make.”

Ted Cruz spoke with Sean Hannity tonight about Donald J. Trump's decision to skip Thursday’s Fox News –Google #GOPDebate, saying “I am happy to debate Donald anytime and any place.” http://bit.ly/1UpuoOZ",,video,https://www.facebook.com/FoxNews/videos/10154011407056336/,2016-01-26 23:00:00,8424,4594,1194,afraid question bode well kind commanderinchief Ted Cruz spoke Sean Hannity tonight  s decision skip Thursday Fox News Google GOPDebate happy debate  anytime place httpbitlyUpuoOZ,trump,Neutral
3258,15704546335_10154011319181336,"""I believe [Donald J. Trump’s] making a mistake in not showing up in the debate. He should be in that debate … because I think he’ll win it.""

Do you agree with Rudy Giuliani? WATCH and weigh in.",,video,https://www.facebook.com/FoxNews/videos/10154011319181336/,2016-01-26 22:30:00,7809,4819,518,  making mistake showing debate debate ll win itDo agree Rudy Giuliani WATCH weigh,trump,Neutral
3259,15704546335_10154011298221336,Megyn Kelly responds to Donald J. Trump’s decision to skip Thursday’s Fox News-Google #GOPDebate. http://bit.ly/1S9Pfs3,,video,https://www.facebook.com/FoxNews/videos/10154011298221336/,2016-01-26 22:00:00,16049,21337,8023,Megyn Kelly responds   decision skip Thursday Fox NewsGoogle GOPDebate httpbitlySPfs,trump,Neutral
3260,15704546335_10154011150246336,The Trump campaign is saying that Donald J. Trump will skip Thursday’s Fox News-Google #GOPDebate. http://fxn.ws/20rrDjD,,video,https://www.facebook.com/FoxNews/videos/10154011150246336/,2016-01-26 20:26:24,7968,7112,1249, campaign   will skip Thursday Fox NewsGoogle GOPDebate httpfxnwsrrDjD,trump,Neutral
