WorkerId,Input.statis_id,Input.content,Input.source,Answer.sentiment
A22RHH2RPR3QIN,273864989376427_1068397659923152,"Trump predicts Cruz will ""fall like all the others.""",msnbc,Positive
A12EQIULBHM4HJ,273864989376427_1068397659923152,"Trump predicts Cruz will ""fall like all the others.""",msnbc,Negative
A1G187YBG0DVMQ,131459315949_10153301461340950,Nobody understands the power of the media on public perception quite like Donald Trump. The former reality television star and tabloid king is uniquely obsessed with how his events are portrayed across all media channels.,cbs,Neutral
A2XFO0X6RCS98M,131459315949_10153301461340950,Nobody understands the power of the media on public perception quite like Donald Trump. The former reality television star and tabloid king is uniquely obsessed with how his events are portrayed across all media channels.,cbs,Negative
AGNJKSH5LFKXZ,131459315949_10153301461340950,Nobody understands the power of the media on public perception quite like Donald Trump. The former reality television star and tabloid king is uniquely obsessed with how his events are portrayed across all media channels.,cbs,Neutral
A1T79J0XQXDDGC,273864989376427_1237029939726589,"MUST WATCH: RNC spokesman cites ""My Little Pony,"" John Legend, Akon and more to defend Melania Trump's RNC speech.More: ",msnbc,Neutral
A2XFO0X6RCS98M,273864989376427_1237029939726589,"MUST WATCH: RNC spokesman cites ""My Little Pony,"" John Legend, Akon and more to defend Melania Trump's RNC speech.More: ",msnbc,Neutral
A1SXSDLFB7ZLGQ,273864989376427_1237029939726589,"MUST WATCH: RNC spokesman cites ""My Little Pony,"" John Legend, Akon and more to defend Melania Trump's RNC speech.More: ",msnbc,Negative
A124E03UMDZAA9,5550296508_10154743233631509,Protesters took to the streets after a Donald J. Trump rally in California,cnn,Neutral
AGNJKSH5LFKXZ,5550296508_10154743233631509,Protesters took to the streets after a Donald J. Trump rally in California,cnn,Negative
AURYD2FH3FUOQ,5550296508_10154743233631509,Protesters took to the streets after a Donald J. Trump rally in California,cnn,Neutral
A2JPOXYZM5AJZZ,131459315949_10154029440400950,"Over the past 20 years, the ""Spirit Halloween"" poll has correctly predicted every presidential election winner -- based on the top-selling mask.",cbs,Positive
A2XFO0X6RCS98M,131459315949_10154029440400950,"Over the past 20 years, the ""Spirit Halloween"" poll has correctly predicted every presidential election winner -- based on the top-selling mask.",cbs,Neutral
ADLYO655RWJUI,131459315949_10154029440400950,"Over the past 20 years, the ""Spirit Halloween"" poll has correctly predicted every presidential election winner -- based on the top-selling mask.",cbs,Neutral
A177EXELDLWTWV,5550296508_10155421340686509,"Donald J. Trump to Howard Stern: It's okay to call my daughter a ""piece of assCNN's KFILE exclusive on Trump's crude talk on The Howard Stern Show ",cnn,Negative
A2EDI66B0KTBEH,5550296508_10155421340686509,"Donald J. Trump to Howard Stern: It's okay to call my daughter a ""piece of assCNN's KFILE exclusive on Trump's crude talk on The Howard Stern Show ",cnn,Negative
A1HSHK6YKJUSL1,5550296508_10155421340686509,"Donald J. Trump to Howard Stern: It's okay to call my daughter a ""piece of assCNN's KFILE exclusive on Trump's crude talk on The Howard Stern Show ",cnn,Negative
AURYD2FH3FUOQ,15704546335_10154156659726336,"Must-See Lineup TONIGHT: All three Republican rivals appear on Fox News, kicking off at 6p ET on ""Special Report,"" where Bret Baier talks to John Kasich and Ted Cruz.Then at 9p ET, Megyn Kelly goes one-on-one with Sen. Cruz.And at 10p ET, Sean Hannity has an hour-long no-holds-barred interview with Donald J. Trump. You won't want to miss this! ",fox,Neutral
A13LXDXAWD5DSY,15704546335_10154156659726336,"Must-See Lineup TONIGHT: All three Republican rivals appear on Fox News, kicking off at 6p ET on ""Special Report,"" where Bret Baier talks to John Kasich and Ted Cruz.Then at 9p ET, Megyn Kelly goes one-on-one with Sen. Cruz.And at 10p ET, Sean Hannity has an hour-long no-holds-barred interview with Donald J. Trump. You won't want to miss this! ",fox,Positive
A3VGVIXUXNBUMS,15704546335_10154156659726336,"Must-See Lineup TONIGHT: All three Republican rivals appear on Fox News, kicking off at 6p ET on ""Special Report,"" where Bret Baier talks to John Kasich and Ted Cruz.Then at 9p ET, Megyn Kelly goes one-on-one with Sen. Cruz.And at 10p ET, Sean Hannity has an hour-long no-holds-barred interview with Donald J. Trump. You won't want to miss this! ",fox,Negative
AEVU71Z2FDTUX,131459315949_10153435301745950,"In a tweet yesterday defending Trump University, Donald J. Trump pointed to a 98% satisfaction rate, but court documents show that nearly 40% of the students who signed up for the three-day seminar or more received a refund  and more than 150 former students allege it was a fraud.",cbs,Neutral
A12EQIULBHM4HJ,131459315949_10153435301745950,"In a tweet yesterday defending Trump University, Donald J. Trump pointed to a 98% satisfaction rate, but court documents show that nearly 40% of the students who signed up for the three-day seminar or more received a refund  and more than 150 former students allege it was a fraud.",cbs,Negative
A2XFO0X6RCS98M,131459315949_10153435301745950,"In a tweet yesterday defending Trump University, Donald J. Trump pointed to a 98% satisfaction rate, but court documents show that nearly 40% of the students who signed up for the three-day seminar or more received a refund  and more than 150 former students allege it was a fraud.",cbs,Negative
A1HSHK6YKJUSL1,8304333127_10153778905078128,"Hillary Clinton has widened her lead in the Democratic primary race after a strong performance in the partys first televised debate, a new Wall Street Journal/NBC News poll finds.",wsj,Positive
A3K2XQC4FITCNX,8304333127_10153778905078128,"Hillary Clinton has widened her lead in the Democratic primary race after a strong performance in the partys first televised debate, a new Wall Street Journal/NBC News poll finds.",wsj,Neutral
A9KPCMO1J1LQF,8304333127_10153778905078128,"Hillary Clinton has widened her lead in the Democratic primary race after a strong performance in the partys first televised debate, a new Wall Street Journal/NBC News poll finds.",wsj,Positive
A26CL8E3XJWH1W,15704546335_10154075312286336,"""I am a good Christian, I really am, and I think the Evangelicals saw that.""Yesterday on ""FOX & Friends Weekend,"" #SCPrimary winner Donald J. Trump talked about his support in the Evangelical Christian community.",fox,Neutral
A1EN59JU7FPKTJ,15704546335_10154075312286336,"""I am a good Christian, I really am, and I think the Evangelicals saw that.""Yesterday on ""FOX & Friends Weekend,"" #SCPrimary winner Donald J. Trump talked about his support in the Evangelical Christian community.",fox,Positive
A2XFO0X6RCS98M,15704546335_10154075312286336,"""I am a good Christian, I really am, and I think the Evangelicals saw that.""Yesterday on ""FOX & Friends Weekend,"" #SCPrimary winner Donald J. Trump talked about his support in the Evangelical Christian community.",fox,Positive
A3K2XQC4FITCNX,15704546335_10154747048436336,"""We commend the director of the FBI.""On ""Fox News Sunday,"" Mike Pence discussed the ongoing FBI investigation into Hillary Clinton.",fox,Positive
A2XFO0X6RCS98M,15704546335_10154747048436336,"""We commend the director of the FBI.""On ""Fox News Sunday,"" Mike Pence discussed the ongoing FBI investigation into Hillary Clinton.",fox,Positive
A12EQIULBHM4HJ,15704546335_10154747048436336,"""We commend the director of the FBI.""On ""Fox News Sunday,"" Mike Pence discussed the ongoing FBI investigation into Hillary Clinton.",fox,Positive
A2XFO0X6RCS98M,131459315949_10153889873085950,"Donald J. Trump says he plans to release very, very specific numbers from a physical he had done last week.",cbs,Neutral
A2BSF1ESD5L16C,131459315949_10153889873085950,"Donald J. Trump says he plans to release very, very specific numbers from a physical he had done last week.",cbs,Positive
AEVU71Z2FDTUX,131459315949_10153889873085950,"Donald J. Trump says he plans to release very, very specific numbers from a physical he had done last week.",cbs,Neutral
A177EXELDLWTWV,8304333127_10154291878188128,"Hillary Clinton trails Donald J. Trump in the perennial battleground state of Ohio and clings to one-point leads in Florida and Pennsylvania, according to a new poll.",wsj,Positive
A3SOZYQZWJOOYS,8304333127_10154291878188128,"Hillary Clinton trails Donald J. Trump in the perennial battleground state of Ohio and clings to one-point leads in Florida and Pennsylvania, according to a new poll.",wsj,Negative
A17D6BK59S31BM,8304333127_10154291878188128,"Hillary Clinton trails Donald J. Trump in the perennial battleground state of Ohio and clings to one-point leads in Florida and Pennsylvania, according to a new poll.",wsj,Positive
AJV5RQKUU6PRQ,5550296508_10154055874301509,"Dr. Ben Carson is nearly tied with Donald J. Trump and is behaving like ""a gentleman, not a jerk, a CNN Opinion writer says. What do you think?: ",cnn,Negative
AURYD2FH3FUOQ,5550296508_10154055874301509,"Dr. Ben Carson is nearly tied with Donald J. Trump and is behaving like ""a gentleman, not a jerk, a CNN Opinion writer says. What do you think?: ",cnn,Neutral
A1SXSDLFB7ZLGQ,5550296508_10154055874301509,"Dr. Ben Carson is nearly tied with Donald J. Trump and is behaving like ""a gentleman, not a jerk, a CNN Opinion writer says. What do you think?: ",cnn,Positive
A124E03UMDZAA9,15704546335_10154646486236336,"""She's never going to make America great again ... it's just going to be more talk.""Donald J. Trump spoke with Sean Hannity following his debate against Hillary Clinton, reasserting that despite her experience, ""for 26 years none of these things have happened. Now all of a sudden they're going to happen?""",fox,Neutral
AEVU71Z2FDTUX,15704546335_10154646486236336,"""She's never going to make America great again ... it's just going to be more talk.""Donald J. Trump spoke with Sean Hannity following his debate against Hillary Clinton, reasserting that despite her experience, ""for 26 years none of these things have happened. Now all of a sudden they're going to happen?""",fox,Negative
A2XFO0X6RCS98M,15704546335_10154646486236336,"""She's never going to make America great again ... it's just going to be more talk.""Donald J. Trump spoke with Sean Hannity following his debate against Hillary Clinton, reasserting that despite her experience, ""for 26 years none of these things have happened. Now all of a sudden they're going to happen?""",fox,Negative
A19VI2RYOCVZUP,15704546335_10154525587756336,"Hillary Clinton got 85 percent of the African American vote, while Gary Johnson got seven percent.",fox,Neutral
A1HSHK6YKJUSL1,15704546335_10154525587756336,"Hillary Clinton got 85 percent of the African American vote, while Gary Johnson got seven percent.",fox,Neutral
AGNJKSH5LFKXZ,15704546335_10154525587756336,"Hillary Clinton got 85 percent of the African American vote, while Gary Johnson got seven percent.",fox,Positive
A18ABCQ0UCECNP,131459315949_10153983449735950,"Peter Thiel, the PayPal co-founder famous for recently killing the Gawker website, will donate $1.25 million to the Trump campaign. It will be the first time he has given donations to Trump.",cbs,Neutral
A2XFO0X6RCS98M,131459315949_10153983449735950,"Peter Thiel, the PayPal co-founder famous for recently killing the Gawker website, will donate $1.25 million to the Trump campaign. It will be the first time he has given donations to Trump.",cbs,Positive
A22RHH2RPR3QIN,131459315949_10153983449735950,"Peter Thiel, the PayPal co-founder famous for recently killing the Gawker website, will donate $1.25 million to the Trump campaign. It will be the first time he has given donations to Trump.",cbs,Positive
A124E03UMDZAA9,5550296508_10153880901281509,He's arrived. Donald J. Trump will make his much-publicized visit while raising the specter of a third-party bid:,cnn,Neutral
A36L5AJ4CF3WCK,5550296508_10153880901281509,He's arrived. Donald J. Trump will make his much-publicized visit while raising the specter of a third-party bid:,cnn,Neutral
AGNJKSH5LFKXZ,5550296508_10153880901281509,He's arrived. Donald J. Trump will make his much-publicized visit while raising the specter of a third-party bid:,cnn,Neutral
AEVU71Z2FDTUX,15704546335_10154189856966336,"If abortions were made illegal in the United States, Donald J. Trump said there should be consequences for breaking the law. Do you agree?",fox,Neutral
A2XFO0X6RCS98M,15704546335_10154189856966336,"If abortions were made illegal in the United States, Donald J. Trump said there should be consequences for breaking the law. Do you agree?",fox,Neutral
A177EXELDLWTWV,15704546335_10154189856966336,"If abortions were made illegal in the United States, Donald J. Trump said there should be consequences for breaking the law. Do you agree?",fox,Neutral
A8FUMDQFBKMXR,8304333127_10153871044163128,"Republican front-runner Donald Trump said Sunday that he wouldn't rule out ethnic profiling to reduce the prospects of a future terror attack. The two parties, meanwhile, remain split over whether to block people on the no-fly list from owning firearms.",wsj,Neutral
AURYD2FH3FUOQ,8304333127_10153871044163128,"Republican front-runner Donald Trump said Sunday that he wouldn't rule out ethnic profiling to reduce the prospects of a future terror attack. The two parties, meanwhile, remain split over whether to block people on the no-fly list from owning firearms.",wsj,Neutral
AJDXSXAWDDAEO,8304333127_10153871044163128,"Republican front-runner Donald Trump said Sunday that he wouldn't rule out ethnic profiling to reduce the prospects of a future terror attack. The two parties, meanwhile, remain split over whether to block people on the no-fly list from owning firearms.",wsj,Negative
A12EQIULBHM4HJ,5550296508_10155114982981509,"Donald J. Trump criticized Bernie Sanders for making a ""deal with the devil,"" with ""the devil"" being Hillary Clinton.",cnn,Negative
A177EXELDLWTWV,5550296508_10155114982981509,"Donald J. Trump criticized Bernie Sanders for making a ""deal with the devil,"" with ""the devil"" being Hillary Clinton.",cnn,Neutral
A1GKTC682SWY23,5550296508_10155114982981509,"Donald J. Trump criticized Bernie Sanders for making a ""deal with the devil,"" with ""the devil"" being Hillary Clinton.",cnn,Negative
A2Q4A0C8Y3OQQ0,131459315949_10153467790130950,"Democratic officials and party leaders are insistent that if Donald J. Trump is the nominee, their base will flock to the polls in November to vote against him.",cbs,Negative
A2QAIIROYI52KO,131459315949_10153467790130950,"Democratic officials and party leaders are insistent that if Donald J. Trump is the nominee, their base will flock to the polls in November to vote against him.",cbs,Neutral
A2XFO0X6RCS98M,131459315949_10153467790130950,"Democratic officials and party leaders are insistent that if Donald J. Trump is the nominee, their base will flock to the polls in November to vote against him.",cbs,Positive
ARVXIBUCA8WDZ,15704546335_10154322550631336,"""For too long, President Obama cares more about world leaders' opinion ... than the opinion of the people he actually works for, the American people.""Bobby Jindal criticized Obama's comments on world leaders being ""rattled"" by Donald J. Trump and said ""that'd be a good thing.""",fox,Neutral
A177EXELDLWTWV,15704546335_10154322550631336,"""For too long, President Obama cares more about world leaders' opinion ... than the opinion of the people he actually works for, the American people.""Bobby Jindal criticized Obama's comments on world leaders being ""rattled"" by Donald J. Trump and said ""that'd be a good thing.""",fox,Negative
A2HVG934DIDSXQ,15704546335_10154322550631336,"""For too long, President Obama cares more about world leaders' opinion ... than the opinion of the people he actually works for, the American people.""Bobby Jindal criticized Obama's comments on world leaders being ""rattled"" by Donald J. Trump and said ""that'd be a good thing.""",fox,Neutral
A3G01N47XJTZTE,8304333127_10154705749053128,"A record haul of 1,900 presidential candidate filings has U.S. election officials writing follow-up letters to God, Captain Crunch, Francis Underwood and Darth Vader.",wsj,Negative
ARVXIBUCA8WDZ,8304333127_10154705749053128,"A record haul of 1,900 presidential candidate filings has U.S. election officials writing follow-up letters to God, Captain Crunch, Francis Underwood and Darth Vader.",wsj,Neutral
A3ASF4ZVP6BUGO,8304333127_10154705749053128,"A record haul of 1,900 presidential candidate filings has U.S. election officials writing follow-up letters to God, Captain Crunch, Francis Underwood and Darth Vader.",wsj,Neutral
A2XFO0X6RCS98M,15704546335_10154688675606336,A top spokeswoman for Hillary Clinton's campaign mocked Catholics and evangelical Christians in an email exchange exposed by WikiLeaks.,fox,Neutral
A2HVG934DIDSXQ,15704546335_10154688675606336,A top spokeswoman for Hillary Clinton's campaign mocked Catholics and evangelical Christians in an email exchange exposed by WikiLeaks.,fox,Negative
A1SXSDLFB7ZLGQ,15704546335_10154688675606336,A top spokeswoman for Hillary Clinton's campaign mocked Catholics and evangelical Christians in an email exchange exposed by WikiLeaks.,fox,Negative
A177EXELDLWTWV,15704546335_10154466464526336,"""Donald J. Trump is going to show respect for the law enforcement officers so they don't wear targets on their back.""Mike Huckabee said Republicans are saying to the American people, ""you want to stand with the cops or ... stand with the crooks?""",fox,Negative
A18ABCQ0UCECNP,15704546335_10154466464526336,"""Donald J. Trump is going to show respect for the law enforcement officers so they don't wear targets on their back.""Mike Huckabee said Republicans are saying to the American people, ""you want to stand with the cops or ... stand with the crooks?""",fox,Negative
A3ASF4ZVP6BUGO,15704546335_10154466464526336,"""Donald J. Trump is going to show respect for the law enforcement officers so they don't wear targets on their back.""Mike Huckabee said Republicans are saying to the American people, ""you want to stand with the cops or ... stand with the crooks?""",fox,Negative
A12EQIULBHM4HJ,5550296508_10154965679756509,"A Washington Post/ABC News survey shows Hillary Clinton ahead of Donald J. Trump by 12 points, 51% to 39%.A Wall Street Journal/NBC News poll, meanwhile, pegs Clinton's lead at 5 points, 46% to 41%.",cnn,Positive
A2XFO0X6RCS98M,5550296508_10154965679756509,"A Washington Post/ABC News survey shows Hillary Clinton ahead of Donald J. Trump by 12 points, 51% to 39%.A Wall Street Journal/NBC News poll, meanwhile, pegs Clinton's lead at 5 points, 46% to 41%.",cnn,Neutral
A2BSF1ESD5L16C,5550296508_10154965679756509,"A Washington Post/ABC News survey shows Hillary Clinton ahead of Donald J. Trump by 12 points, 51% to 39%.A Wall Street Journal/NBC News poll, meanwhile, pegs Clinton's lead at 5 points, 46% to 41%.",cnn,Neutral
AEVU71Z2FDTUX,8304333127_10154591211263128,Donald Trump and other Republicans cast a decision by a major insurer to sharply cut back participation in Affordable Care Act exchanges as evidence that the new system is collapsing and should be replaced.,wsj,Neutral
A1640H4RXH8NZE,8304333127_10154591211263128,Donald Trump and other Republicans cast a decision by a major insurer to sharply cut back participation in Affordable Care Act exchanges as evidence that the new system is collapsing and should be replaced.,wsj,Negative
A2XFO0X6RCS98M,8304333127_10154591211263128,Donald Trump and other Republicans cast a decision by a major insurer to sharply cut back participation in Affordable Care Act exchanges as evidence that the new system is collapsing and should be replaced.,wsj,Negative
A33FA1VLSTBM74,15704546335_10154542142091336,Do you agree with Donald J. Trump?,fox,Neutral
A2HVG934DIDSXQ,15704546335_10154542142091336,Do you agree with Donald J. Trump?,fox,Positive
A3VE5OH94HYHET,15704546335_10154542142091336,Do you agree with Donald J. Trump?,fox,Neutral
A177EXELDLWTWV,131459315949_10153998588400950,"These kids are showing Donald J. Trump and Hillary Clinton how it's done: By showing respect to others, youre showing respect to yourself.",cbs,Neutral
A9KPCMO1J1LQF,131459315949_10153998588400950,"These kids are showing Donald J. Trump and Hillary Clinton how it's done: By showing respect to others, youre showing respect to yourself.",cbs,Positive
AEVU71Z2FDTUX,131459315949_10153998588400950,"These kids are showing Donald J. Trump and Hillary Clinton how it's done: By showing respect to others, youre showing respect to yourself.",cbs,Positive
A22RHH2RPR3QIN,5550296508_10154088484851509,It's a long-awaited pairing: Donald J. Trump as a guest on The Late Show with Stephen Colbert. Spoilers follow:  via CNNMoney,cnn,Positive
A36L5AJ4CF3WCK,5550296508_10154088484851509,It's a long-awaited pairing: Donald J. Trump as a guest on The Late Show with Stephen Colbert. Spoilers follow:  via CNNMoney,cnn,Positive
A12EQIULBHM4HJ,5550296508_10154088484851509,It's a long-awaited pairing: Donald J. Trump as a guest on The Late Show with Stephen Colbert. Spoilers follow:  via CNNMoney,cnn,Neutral
A1SXSDLFB7ZLGQ,15704546335_10154392122711336,He was wrong on this. He didnt get the mood of his country rightBut hes a good man.  Donald J. Trump comments on British Prime Minister David Cameron resigning after Britain votes to leave the EU. #Brexit,fox,Negative
A26XN1TM6CV01T,15704546335_10154392122711336,He was wrong on this. He didnt get the mood of his country rightBut hes a good man.  Donald J. Trump comments on British Prime Minister David Cameron resigning after Britain votes to leave the EU. #Brexit,fox,Neutral
AY52II1OC5RZ1,15704546335_10154392122711336,He was wrong on this. He didnt get the mood of his country rightBut hes a good man.  Donald J. Trump comments on British Prime Minister David Cameron resigning after Britain votes to leave the EU. #Brexit,fox,Negative
A33FA1VLSTBM74,8304333127_10154900219368128,"Today's top news: Gerard Baker on the latest Clinton email twist, VW emissions and more stories. Sign up here: ",wsj,Neutral
A1HSHK6YKJUSL1,8304333127_10154900219368128,"Today's top news: Gerard Baker on the latest Clinton email twist, VW emissions and more stories. Sign up here: ",wsj,Negative
AURYD2FH3FUOQ,8304333127_10154900219368128,"Today's top news: Gerard Baker on the latest Clinton email twist, VW emissions and more stories. Sign up here: ",wsj,Neutral
A1T79J0XQXDDGC,131459315949_10153946630630950,"JUST IN: The attorney general of the state of New York has sent a cease and desist letter to the Trump Foundation, saying that they're not in compliance with New York state law, Paula Reid reports.",cbs,Negative
A2XFO0X6RCS98M,131459315949_10153946630630950,"JUST IN: The attorney general of the state of New York has sent a cease and desist letter to the Trump Foundation, saying that they're not in compliance with New York state law, Paula Reid reports.",cbs,Negative
A2STXZFG083AAB,131459315949_10153946630630950,"JUST IN: The attorney general of the state of New York has sent a cease and desist letter to the Trump Foundation, saying that they're not in compliance with New York state law, Paula Reid reports.",cbs,Negative
A124E03UMDZAA9,5550296508_10154048303821509,Arnold Schwarzenegger is replacing Donald J. Trump as the next host of The Apprentice,cnn,Neutral
A2XFO0X6RCS98M,5550296508_10154048303821509,Arnold Schwarzenegger is replacing Donald J. Trump as the next host of The Apprentice,cnn,Neutral
A1GXPNXDLMT0QB,5550296508_10154048303821509,Arnold Schwarzenegger is replacing Donald J. Trump as the next host of The Apprentice,cnn,Neutral
A12EQIULBHM4HJ,273864989376427_1123325787763672,"""We don't need to make America great again. America has never stopped being great,"" Hillary Clinton delivers victory speech after #SCPrimary win: ",msnbc,Positive
A9KPCMO1J1LQF,273864989376427_1123325787763672,"""We don't need to make America great again. America has never stopped being great,"" Hillary Clinton delivers victory speech after #SCPrimary win: ",msnbc,Positive
A1GXPNXDLMT0QB,273864989376427_1123325787763672,"""We don't need to make America great again. America has never stopped being great,"" Hillary Clinton delivers victory speech after #SCPrimary win: ",msnbc,Positive
AJV5RQKUU6PRQ,15704546335_10154101825796336,Mitt Romney says Trump nomination would enable Hillary Clinton to be elected president.  J. Trump fired back in a tweet:,fox,Negative
A1HSHK6YKJUSL1,15704546335_10154101825796336,Mitt Romney says Trump nomination would enable Hillary Clinton to be elected president.  J. Trump fired back in a tweet:,fox,Negative
A1T79J0XQXDDGC,15704546335_10154101825796336,Mitt Romney says Trump nomination would enable Hillary Clinton to be elected president.  J. Trump fired back in a tweet:,fox,Negative
A2XFO0X6RCS98M,131459315949_10152983500645950,"Greece's bailout, Trump on the stump, Gov. Walker in the 2016 race, DNA facials, and the ""Latino Billy Graham,"" are some of today's top stories in This Morning from CBS News.",cbs,Neutral
A177EXELDLWTWV,131459315949_10152983500645950,"Greece's bailout, Trump on the stump, Gov. Walker in the 2016 race, DNA facials, and the ""Latino Billy Graham,"" are some of today's top stories in This Morning from CBS News.",cbs,Neutral
AURYD2FH3FUOQ,131459315949_10152983500645950,"Greece's bailout, Trump on the stump, Gov. Walker in the 2016 race, DNA facials, and the ""Latino Billy Graham,"" are some of today's top stories in This Morning from CBS News.",cbs,Neutral
A8FUMDQFBKMXR,273864989376427_1201616379934612,Watch: Protesters set fire to a Donald J. Trump supporter's hat.Read more about the San Jose assaults here:,msnbc,Neutral
A1GXPNXDLMT0QB,273864989376427_1201616379934612,Watch: Protesters set fire to a Donald J. Trump supporter's hat.Read more about the San Jose assaults here:,msnbc,Negative
A12EQIULBHM4HJ,273864989376427_1201616379934612,Watch: Protesters set fire to a Donald J. Trump supporter's hat.Read more about the San Jose assaults here:,msnbc,Negative
A3CPL5WWI6KWLF,8304333127_10154506164038128,"Lobbyists raised at least $17 million for Republican nominee Mitt Romney in 2012.So far in the 2016 race through June, registered lobbyists havent raised a cent for Donald J. Trump.",wsj,Negative
A1HSHK6YKJUSL1,8304333127_10154506164038128,"Lobbyists raised at least $17 million for Republican nominee Mitt Romney in 2012.So far in the 2016 race through June, registered lobbyists havent raised a cent for Donald J. Trump.",wsj,Positive
A2XFO0X6RCS98M,8304333127_10154506164038128,"Lobbyists raised at least $17 million for Republican nominee Mitt Romney in 2012.So far in the 2016 race through June, registered lobbyists havent raised a cent for Donald J. Trump.",wsj,Positive
A2MBRCF27IRWPA,5550296508_10154548876066509,"Hillary Clinton wins Northern Marianas, while Senator Ted Cruz has endorsement from 1 of Guam's 6 delegates.",cnn,Neutral
A2XFO0X6RCS98M,5550296508_10154548876066509,"Hillary Clinton wins Northern Marianas, while Senator Ted Cruz has endorsement from 1 of Guam's 6 delegates.",cnn,Positive
AGNJKSH5LFKXZ,5550296508_10154548876066509,"Hillary Clinton wins Northern Marianas, while Senator Ted Cruz has endorsement from 1 of Guam's 6 delegates.",cnn,Neutral
ABY1RK8H6HC8C,273864989376427_1143222075774043,"""Even if we built a tall wall around the continental United States, the Internet would get over it."" - Hillary Clinton discusses the #Brussels attacks and counter-terrorism efforts: ",msnbc,Negative
A1PQNUX4BZE5O0,273864989376427_1143222075774043,"""Even if we built a tall wall around the continental United States, the Internet would get over it."" - Hillary Clinton discusses the #Brussels attacks and counter-terrorism efforts: ",msnbc,Negative
AGNJKSH5LFKXZ,273864989376427_1143222075774043,"""Even if we built a tall wall around the continental United States, the Internet would get over it."" - Hillary Clinton discusses the #Brussels attacks and counter-terrorism efforts: ",msnbc,Neutral
A124E03UMDZAA9,15704546335_10153784388216336,"""The Clintons feel that they are above the law.""Today, Sen. Rand Paul joined Eric Bolling on ""Cashin' In"" to discuss Hillary Clinton and some inconvenient questions surrounding her and her husband.",fox,Neutral
AURYD2FH3FUOQ,15704546335_10153784388216336,"""The Clintons feel that they are above the law.""Today, Sen. Rand Paul joined Eric Bolling on ""Cashin' In"" to discuss Hillary Clinton and some inconvenient questions surrounding her and her husband.",fox,Negative
A2XFO0X6RCS98M,15704546335_10153784388216336,"""The Clintons feel that they are above the law.""Today, Sen. Rand Paul joined Eric Bolling on ""Cashin' In"" to discuss Hillary Clinton and some inconvenient questions surrounding her and her husband.",fox,Negative
A2XFO0X6RCS98M,5550296508_10155269742946509,The group backing Donald J. Trump includes four four-star generals and 14 three-star flag officers,cnn,Positive
A17N0KYF6TCBLP,5550296508_10155269742946509,The group backing Donald J. Trump includes four four-star generals and 14 three-star flag officers,cnn,Positive
A1T79J0XQXDDGC,5550296508_10155269742946509,The group backing Donald J. Trump includes four four-star generals and 14 three-star flag officers,cnn,Neutral
A9KPCMO1J1LQF,8304333127_10154329525313128,"Americans are growing increasingly curious about their third-party options, search data and recent polls show, as both Hillary Clinton and Donald J. Trump look likely to reach the general election as the most unpopular presidential nominees in modern history.",wsj,Negative
A1GKTC682SWY23,8304333127_10154329525313128,"Americans are growing increasingly curious about their third-party options, search data and recent polls show, as both Hillary Clinton and Donald J. Trump look likely to reach the general election as the most unpopular presidential nominees in modern history.",wsj,Neutral
A1T79J0XQXDDGC,8304333127_10154329525313128,"Americans are growing increasingly curious about their third-party options, search data and recent polls show, as both Hillary Clinton and Donald J. Trump look likely to reach the general election as the most unpopular presidential nominees in modern history.",wsj,Neutral
A2MBRCF27IRWPA,15704546335_10154419808931336,Here's what Speaker Paul Ryan thinks after learning the FBI's recommendation not to charge Hillary Clinton.,fox,Neutral
A34M93NJC830DP,15704546335_10154419808931336,Here's what Speaker Paul Ryan thinks after learning the FBI's recommendation not to charge Hillary Clinton.,fox,Neutral
A3VE5OH94HYHET,15704546335_10154419808931336,Here's what Speaker Paul Ryan thinks after learning the FBI's recommendation not to charge Hillary Clinton.,fox,Neutral
A1HSHK6YKJUSL1,273864989376427_1320911261338456,"""I think the American people know that both of these options are awful,"" third-party conservative Evan McMullin says of Hillary Clinton and Donald J. Trump.",msnbc,Negative
A12EQIULBHM4HJ,273864989376427_1320911261338456,"""I think the American people know that both of these options are awful,"" third-party conservative Evan McMullin says of Hillary Clinton and Donald J. Trump.",msnbc,Negative
A2BSF1ESD5L16C,273864989376427_1320911261338456,"""I think the American people know that both of these options are awful,"" third-party conservative Evan McMullin says of Hillary Clinton and Donald J. Trump.",msnbc,Negative
A34M93NJC830DP,8304333127_10154506494613128,Donald J. Trump's bench is back in the public lobby at Trump Tower.,wsj,Neutral
A3ECQH01KJNQ63,8304333127_10154506494613128,Donald J. Trump's bench is back in the public lobby at Trump Tower.,wsj,Neutral
A33FA1VLSTBM74,8304333127_10154506494613128,Donald J. Trump's bench is back in the public lobby at Trump Tower.,wsj,Neutral
A17N0KYF6TCBLP,5550296508_10154239891721509,Leaders in Chicago are calling for calm; the video reportedly shows a police officer shooting 17-year-old Laquan McDonald 16 times.,cnn,Negative
A2BSF1ESD5L16C,5550296508_10154239891721509,Leaders in Chicago are calling for calm; the video reportedly shows a police officer shooting 17-year-old Laquan McDonald 16 times.,cnn,Negative
A124E03UMDZAA9,5550296508_10154239891721509,Leaders in Chicago are calling for calm; the video reportedly shows a police officer shooting 17-year-old Laquan McDonald 16 times.,cnn,Neutral
A1GXPNXDLMT0QB,273864989376427_1345672622195653,"The Trump Train's final stop was not a heartfelt appeal to voters in a crucial state on the GOP nominee's path to the White House. Instead, it was a winding road of his greatest hits.",msnbc,Neutral
