,status_id,status_message
3147,5550296508_10154263748506509,"These back-to-the-future marketing moves come after some years of traditional fast-food companies straying from their core identities. McDonald’s, for instance, recently said it would test kale in a breakfast bowl."
1849,5550296508_10154864626426509,Men and women are sharply divided on Hillary Clinton and Donald J. Trump and the likelihood of a close contest.
1088,5550296508_10155224065691509,Donald J. Trump hasn't held a single event aimed at black voters in their communities.
1417,5550296508_10155073519871509,"The dress debate may have been overshadowed by the speech controversy, but Melania Trump's choice of convention garb was still an interesting one. NYT fashion critic Vanessa Friedman explains why."
3157,5550296508_10154257566886509,"""The idea is to make her life difficult in the primary and challenge her from the left,"" says Colin Reed of the America Rising PAC, which created Twitter posts disparaging Hillary Clinton.Check out our sister page The New York Times Politics and Washington for more: "
3222,5550296508_10154212098056509,
3492,5550296508_10154031176786509,
2234,5550296508_10154636650861509,"Bernie Sanders had a big upset of Hillary Clinton last night in Michigan. Tonight, they debate. Follow our live blog for analysis."
1398,5550296508_10155083815736509,Republican delegates nominated Donald J. Trump for the presidency. But how will they vote in November? 
1837,5550296508_10154870786011509,"If Donald J. Trump knew the foreign policy challenges facing the next president, he wouldn’t want the job, Thomas Friedman writes in The New York Times Opinion Section."
2513,5550296508_10154515385806509,Donald J. Trump's war on Fox News is part of a battle against the GOP power structure and Fox as an extension of it.
1268,5550296508_10155115279346509,"President Barack Obama: “We’re going to carry Hillary to victory this fall, because that’s what the moment demands.”More photos: : Doug Mills/The New York Times"
707,5550296508_10155436788241509,"Donald J. Trump declared a $916 million loss on his 1995 income tax returns, records obtained by The Times show. The loss could have allowed him to avoid paying income taxes for up to 18 years.Read the full story: "
1766,5550296508_10154902272986509,Would Bernie Sanders do better than Hillary Clinton against Donald J. Trump? Don't be so sure.
1411,5550296508_10155076727916509,Breaking News: Donald J. Trump has been formally nominated as the GOP presidential candidate. He is expected to accept on Thursday night.
1089,5550296508_10155223784556509,How an aide to Donald J. Trump benefited from powerful interests friendly to Vladimir Putin.
1237,5550296508_10155127080916509,"Hillary Clinton's speech was remarkably without hard facts. But she made a few assertions that could be checked, so we did."
113,5550296508_10155582981926509,"For decades, the town was a Democratic stronghold. But industrial decline and cultural change turned it toward Donald J. Trump."
767,5550296508_10155421148186509,"""Hillary Clinton was prepared and graceful and fierce when she needed to be fierce,"" Roxane Gay writes in The New York Times Opinion Section."
2913,5550296508_10154382601716509,"It was taboo for many years among democracy activists in Myanmar to speak ill of the woman who became a global icon of democracy. But as landmark elections approach, she's being openly criticized by activists, commentators and intellectuals."
1146,5550296508_10155180436861509,"Trump is testing the norms of objectivity in journalism, Jim Rutenberg writes."
1574,5550296508_10155027629981509,Hillary Clinton gave this message: I alone am the candidate who knows how to turn those underlying frustrations into actual policies that might make things better.
145,5550296508_10155580013996509,"""After all the lies he told, all the fantasy he indulged in, all the hate he spewed and all the divisions he sharpened, he was rewarded with the highest office in the land,"" Frank Bruni writes of Donald J. Trump in The New York Times Opinion Section."
1536,5550296508_10155052758531509,Loretta E. Lynch's decision comes after a private meeting between her and former President Bill Clinton set off a political furor.
1870,5550296508_10154847707236509,Donald J. Trump said there could be consequences if Paul Ryan  doesn't endorse his candidacy.
1914,5550296508_10154817791701509,Can Hillary Clinton make inroads with Bernie Sanders supporters? Is Donald J. Trump breaking through?
417,5550296508_10155530560721509,"""The best presidents are aspirational, urging us to climb every mountain and ford every stream. Donald J. Trump has never been able to make it out of the gutter,"" Timothy Egan writes in The New York Times Opinion Section."
1420,5550296508_10155073130146509,"When Donald J. Trump is nominated, George W. Bush will be on his Texas ranch, painting and bike riding."
294,5550296508_10155567616026509,"Donald J. Trump made a salary of only $14,222 according to a 2015 financial disclosure form. How did he do that? (via The New York Times Opinion Section)"
2634,5550296508_10154480830941509,"Something must have gone right in the GOP debate, because Donald J. Trump complained it was unfair, Elizabeth Williamson writes in The New York Times Opinion Section."
1937,5550296508_10154809952166509,Donald J. Trump has already attacked Hillary Clinton in ways many women find sexist and that her supporters consider out of bounds.
78,5550296508_10155589215301509,"New Yorkers riding the Staten Island Ferry reflected on their new president-elect, Donald J. Trump."
1980,5550296508_10154786305361509,Pennsylvania's primary could cost Donald J. Trump the nomination.
3431,5550296508_10154060364231509,
1708,5550296508_10154941649216509,"""Donald J. Trump's anger at being policed or fenced in apparently speaks to the resentment of many American men and their resistance to being instructed, particularly by a female candidate, on how they should think, speak or behave.""Read on from Thomas Edsall in The New York Times Opinion Section."
1677,5550296508_10154967865631509,Donald J. Trump said his supporters should keep up the claims of bias against Judge Gonzalo Curiel and accuse reporters of being “racists.”
2203,5550296508_10154648937101509,The handling of protesters at Donald J. Trump’s events has raised questions about the methods and makeup of his security apparatus and the rights of peaceful critics to speak without being silenced.
2787,5550296508_10154431582526509,"One opinion: ""Hillary Clinton won because all of her opponents are terrible."" — Ryan Lizza, The New Yorker"
1570,5550296508_10155027890706509,From The New York Times Opinion Section: How much collateral damage could Donald J. Trump inflict on the Republican Party?
2286,5550296508_10154601403461509,"Mitt Romney denounced Donald J. Trump as ""a phony"" and ""a fraud."" So Trump struck back, dismissing him as a ""lightweight.""The full story: "
3019,5550296508_10154308738026509,Donald J. Trump's first appearance in The New York Times was a 1973 story headlined “Major Landlord Accused of Antiblack Bias in City.”
467,5550296508_10155513521816509,"What will go down at the final debate between Hillary Clinton and Donald J. Trump? The NYT political reporters Jeremy Peters, Mike Grynbaum and Nick Corasaniti join us from UNLV to fill you in and take your questions."
3395,5550296508_10154102273286509,
571,5550296508_10155485327736509,There are two broad camps: those who no longer support Donald J. Trump and those who condemn his comments but still support him.
1463,5550296508_10155063988111509,"Breaking News: Hillary Clinton has emerged from the email investigation a wounded candidate. She and Donald Trump are tied, our new poll has found."
1175,5550296508_10155160226356509,"In an election year upended by outsiders, we brought in an outsider to make sense of it. Declan Walsh, a foreign correspondent for The New York Times, is presenting a video of everything he saw at the political conventions. He’s looking for your suggestions on where he should travel next to learn more about the electorate. You can read his series here: "
1586,5550296508_10155021712931509,"""It would be nice to have some help from the party,” Donald J. Trump said on NBC's Today Show."
2038,5550296508_10154748910811509,"Donald J. Trump may be the most well-known developer in New York today, but in the early 20th century, the Wendels owned more than 150 properties in Manhattan worth over $1 billion in today’s dollars."
1645,5550296508_10154985792841509,Donald J. Trump's message for Republicans who are melting down over his most incendiary statements: Man up.
2469,5550296508_10154523596496509,Donald J. Trump's campaign volunteers and supporters share their disappointment after Trump placed second in the Republican caucuses in Iowa.
2510,5550296508_10154515689361509,Even some of President Bill Clinton admirers are wondering if he has lost some of that old Clinton magic.
1932,5550296508_10154810310941509,Why did Hillary Clinton go the distance while the GOP establishment went down to humiliating defeat? Read on in The New York Times Opinion Section.
3605,5550296508_10153873586901509,
3388,5550296508_10154108170091509,
3614,5550296508_10153852409276509,
2115,5550296508_10154700041761509,"Nearly 2 weeks after Marco Rubio dropped out of the race, there has been no mass rush to Ted Cruz, even as he appears to be the last line of defense against a Donald J. Trump nomination."
286,5550296508_10155568759096509,"""Donald J. Trump's campaign has proved too attractive to anti-Semites, Nazis and white nationalists,"" Charles M. Blow writes in The New York Times Opinion Section."
3071,5550296508_10154290801006509,"Geoffrey Zakarian is the second chef to back out of Donald J. Trump's new hotel in Washington, D.C."
2014,5550296508_10154762061556509,Donald J. Trump and Bernie Sanders would be right at home in Europe. Read on in The New York Times Opinion Section.
755,5550296508_10155424121081509,"Who won this titanic clash of personalities, Hillary Clinton or Donald J. Trump?"
133,5550296508_10155580948381509,Donald J. Trump addressed supporters in New York early Wednesday after he was elected president in a stunning upset against Hillary Clinton.Photo: Damon Winter/The New York Times
28,5550296508_10155602661096509,"It was the biggest polling miss in a presidential election in decades. Yet in many ways, it wasn't wholly out of the ordinary."
433,5550296508_10155524651841509,Is there a Donald J. Trump comeback? Can Hillary Clinton build a landslide? Here’s what to watch for over the last few weeks of the race. (via The Upshot)
1452,5550296508_10155067906466509,"Many say Mike Pence, Donald J. Trump's VP pick, is out of sync with the times. That's fine by him."
705,5550296508_10155437175251509,"Live from New York, it's Alec Baldwin as Donald J. Trump."
2194,5550296508_10154656682061509,Donald J. Trump could end the campaigns of John Kasich and Marco Rubio if he wins in their home states of Ohio and Florida.Bernie Sanders could prove his upset victory in Michigan was not a fluke.
97,5550296508_10155586484161509,"Many of Donald J. Trump's closest supporters have cautioned that his most headline-grabbing proposals should not be taken literally — they are guideposts, not plans."
865,5550296508_10155371985731509,"Weeks ago, a Clinton loss was as likely as a missed 35-yard field goal. Today, that kick is 10 yards farther."
2022,5550296508_10154761188846509,"""Hillary Clinton would be a strong and capable president. But Bernie Sanders is boldly and fiercely addressing the biggest challenges facing our country."" Read on in The New York Times Opinion Section."
2212,5550296508_10154646664566509,What the places where support for Donald J. Trump runs the strongest have in common.
3450,5550296508_10154057346611509,
2371,5550296508_10154564029906509,Special Report: Donald J. Trump gives the impression he's a big power broker in NYC. Our reporting shows otherwise.
2410,5550296508_10154540953611509,"Donald J. Trump used a vulgar word this week to describe one of his rivals, Senator Ted Cruz."
807,5550296508_10155404348486509,"“Drugs are a very, very big factor in what you’re watching on television at night,” Donald J. Trump said of the violence roiling U.S. cities."
2997,5550296508_10154323186156509,Donald J. Trump promoted tweets that called Megyn Kelly a “bimbo” and that said she “bombed” as a debate moderator.
2458,5550296508_10154527869656509,"Bernie Sanders and Hillary Clinton are facing off in their first one-on-one debate, with the New Hampshire primary 5 days away.Join us for live updates and analysis."
3070,5550296508_10154290958041509,"The last names Clinton and Bush typically mean political combat of the past, present and potential future. But on Thursday, President Bill Clinton and George W. Bush were all charm."
99,5550296508_10155585253226509,"While black and Hispanic women voted overwhelmingly for Hillary Clinton, 53% of white women who voted picked Donald J. Trump."
1340,5550296508_10155094351296509,"Here is a look at U.S. Senator Tim Kaine's stance on important issues, and how he compares with Hillary Clinton."
2314,5550296508_10154584729916509,"Our Super Tuesday calls, as of 9:07 a.m., Wednesday:Donald J. Trump: Alabama, Arkansas, Georgia, Massachusetts, Tennessee Vermont, VirginiaHillary Clinton: Alabama, Arkansas, Georgia, Massachusetts, Tennessee, Texas, VirginiaBernie Sanders: Colorado, Minnesota, Oklahoma, VermontTed Cruz: Alaska, Oklahoma, TexasMarco Rubio: Minnesota"
533,5550296508_10155490520826509,We go behind the story of the 2 women who told The Times that Donald J. Trump touched them inappropriately.
2538,5550296508_10154510207041509,President Barack Obama's aides still view Hillary Clinton as more electable and better qualified to protect his record than Bernie Sanders.
275,5550296508_10155570893436509,A majority of voters say that neither Hillary Clinton nor Donald J. Trump is likely to unite the country after a historically ugly campaign.
542,273864989376427_1317806124982303,Donald J. Trump called the disclosures a “horror show of lies.”
156,273864989376427_1345715018858080,President-elect Donald J. Trump is giving his victory speech. Watch live as he addresses the nation he will soon lead. Share your thoughts in the comments. #election #election2016
2499,273864989376427_1137045676391683,Donald J. Trump declared victory over Fox News saying that he had shown the world just how tough he could be when challenged.
1491,273864989376427_1241347635961486,How Donald J. Trump handles the events of the last 3 days will say a great deal about the remaining months of the 2016 campaign.
1715,273864989376427_1219778574785059,"Stephen Hawking, the great explainer of cosmic mysteries, has acknowledged one he has found impenetrable: Donald J. Trump."
802,273864989376427_1301349079961341,Paul Ryan has gone mum on Donald J. Trump.
2088,273864989376427_1185100764919507,"“If you answer one question inartfully or incorrectly in some form, or you misunderstood it or you misspoke, it ends up being a big story,” Donald J. Trump said."
2079,273864989376427_1185814924848091,"""It’s ridiculous how many mistakes Trump has made in rapid order to alienate women when he was already on thin ice with them.""Read more from Maureen Dowd in The New York Times Opinion Section."
3317,273864989376427_1055917824504469,
3421,273864989376427_1042309249198660,
733,273864989376427_1305409342888648,"Donald J. Trump completely bombed in that debate and it's his own fault, writes Charles M. Blow in The New York Times Opinion Section."
2219,273864989376427_1172868642809386,"Spotted earlier today outside Donald Trump's Mar-a-Lago Club in Palm Beach, Fla. Photo: Todd Heisler/The New York Times"
3891,273864989376427_970196556409930,
1149,273864989376427_10154473807648762,"""It’s looking more and more like Donald Trump is the best thing that ever happened to Hillary Clinton."" Read more from Frank Bruni in The New York Times Opinion Section."
352,273864989376427_1331858543577061,"James Comey faced a dilemma: Inform Congress of the new developments, and be accused of harming Hillary Clinton, or wait, and be accused of lacking transparency."
2330,273864989376427_1159856040777313,"The quote? ""It is better to live one day as a lion than 100 years as a sheep.""It was first posted by a parody account featuring a profile photo that is a composite of Donald J. Trump's hair and Mussolini's face."
851,273864989376427_1295201667242749,Prediction markets point to one tipping-point state in this election: Pennsylvania. (via The Upshot)
1044,273864989376427_1279493072146942,A federal judge pressed the State Department to accelerate its review of Hillary Clinton's emails.
773,273864989376427_1302333296529586,"Donald J. Trump: ""No wonder you've been fighting ISIS your entire life.""Hillary Clinton: ""Go to the - please, fact-checkers, get to work."""
3412,273864989376427_1042983169131268,
784,273864989376427_1301811083248474,Hillary Clinton and Donald J. Trump are more sharply opposed over racial and gender issues than any two presidential opponents in decades.
124,273864989376427_1346243602138555,"Rudolph Giuliani, Chris Christie and Newt Gingrich are among the candidates for Donald J. Trump’s cabinet and staff, aides said."
2900,273864989376427_1108679489228302,"How ""demographic upheaval"" is playing into Donald J. Trump's campaign, from The New York Times Opinion"
2469,273864989376427_1141967739232810,Donald J. Trump's campaign volunteers and supporters share their disappointment after Trump placed second in the Republican caucuses in Iowa.
816,273864989376427_1300079383421644,"""Vladimir Putin knows the same thing that Robert Gates does: A President Donald J. Trump would keep Washington and the Western alliance in turmoil,"" Thomas Friedman writes in The New York Times Opinion Section."
1467,273864989376427_1243078669121716,"The evangelical voters plan to vote for Donald J. Trump despite his multiple marriages, lack of piety and inconsistency on the issues they care about most, a poll found."
1410,273864989376427_1246244798805103,But a victory by Donald J. Trump remains quite possible.
1851,273864989376427_1204737892955794,He created a gravestone marked Donald J. Trump. Then the Secret Service showed up at his door.
2675,273864989376427_1125569830872601,"Breaking News: Donald Blakenship, a titan of the nation’s coal industry, was convicted of violating mining safety in the deaths of 29 miners in 2010."
3637,273864989376427_1016417515121167,
2119,273864989376427_1182421691854081,"In a 100-minute interview on foreign policy, Donald J. Trump said he might boycott Saudi oil and pull U.S. troops out of Asia unless allies pay."
1614,273864989376427_1231506630278920,Breaking News: President Obama accused Donald J. Trump of peddling a “dangerous” mind-set after the Orlando shooting: “Where does this stop?”
122,273864989376427_1346264865469762,"Leslie Odom Jr., one of the original stars of Hamilton: An American Musical, is here to perform some holiday songs for us to relax to one day after the Presidential Election. Comment with your questions and we’ll ask some."
2314,273864989376427_1162334863862764,"Our Super Tuesday calls, as of 9:07 a.m., Wednesday:Donald J. Trump: Alabama, Arkansas, Georgia, Massachusetts, Tennessee Vermont, VirginiaHillary Clinton: Alabama, Arkansas, Georgia, Massachusetts, Tennessee, Texas, VirginiaBernie Sanders: Colorado, Minnesota, Oklahoma, VermontTed Cruz: Alaska, Oklahoma, TexasMarco Rubio: Minnesota"
321,273864989376427_1333709856725263,What could cause problems for Huma Abedin — and by extension Hillary Clinton — is if the FBI finds evidence that anyone tried to conceal these new emails from investigators.
841,273864989376427_1295852363844346,"Breaking News: White voters are keeping Donald J. Trump's hopes alive in Florida, a state he badly needs, an Upshot/Siena College poll says."
1660,273864989376427_1225580707538179,Hillary Clinton claimed the Democratic nomination on Tuesday night.
586,273864989376427_1315364045226511,"John McCain's decision to break with Donald J. Trump caused some Arizona voters to break with him, calling him a ""traitor"" and ""not a hero."""
3962,273864989376427_952503304845922,
396,273864989376427_1327565004006415,"Leading Democrats are warning Hillary Clinton that even if she handily defeats Donald J. Trump, her presidential agenda will be stymied unless she sweeps in new Democratic lawmakers with her."
3804,273864989376427_985926971503555,
3745,273864989376427_995497063879879,
3915,273864989376427_963405167089069,
3589,273864989376427_1023143711115214,
1895,273864989376427_1201804673249116,Where journalists and other observers went wrong when it came to Donald J. Trump.(via The Upshot)
1519,273864989376427_1239015629528020,"Donald J. Trump deleted the tweet, but then wrote: ""Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!"""
4026,273864989376427_924083704354549,
240,273864989376427_1339967902766125,"Donald Trump and Theresa May were burned in effigy on annual Bonfire Night in Lewes, England, a town that doesn't joke around when it comes to its bonfires."
1142,273864989376427_1269954019767514,"""Donald J. Trump needs someone to guide him to a graceful exit. Mike Pence is that person."" Read on from Matt Latimer, a former speechwriter for George W. Bush, in The New York Times Opinion Section."
3497,273864989376427_1034909726605279,
180,273864989376427_1344590818970500,"On Election Day, we elect the electors who elect the president."
3566,273864989376427_1026570374105881,
3649,273864989376427_1014663201963265,
4017,273864989376427_928238130605773,
764,273864989376427_1303106336452282,Donald J. Trump showed impatience and political inexperience as Hillary Clinton pushed him to defend his past denigration of women and President Obama.
2663,273864989376427_1126027270826857,"""This is a president highly respected by all; he did the same thing,"" Donald J. Trump said, citing Franklin D. Roosevelt's classification of thousands of Japanese, Germans and Italians in the U.S. during World War II as ""enemy aliens."""
3575,273864989376427_1025490657547186,
183,273864989376427_1344282502334665,"Need a quick break from watching election results? Our NYT Watching team recommends ""Drunk History."""
2389,273864989376427_1152941291468788,"Since 2010, South Carolina has elected an Indian-American governor, Gov. Nikki Haley, and the country’s only black Republican senator, Tim Scott. They have both backed Senator Marco Rubio as an alternative to Donald J. Trump."
3844,273864989376427_979574782138774,
142,273864989376427_1346023912160524,"A live look at how foreign, domestic and currency markets are reacting to Donald J. Trump's win."
2274,273864989376427_1167107620052155,Will Democrats lose some of their union voters to Donald J. Trump?(via The New York Times Opinion Section)
3978,273864989376427_944421535654099,
1917,273864989376427_1200714563358127,"When Donald J. Trump said that Hillary Clinton was playing the “woman’s card,” her aides heard something else: ka-ching."
2926,273864989376427_1105919266170991,"Donald J. Trump to Jorge Ramos, an influential Univision anchor: “You haven’t been called, go back to Univision.”"
1230,273864989376427_1261956480567268,"The DNC was like ""a Super Bowl halftime show for progressive politics geeks. Donald J. Trump's convention — it could only nominally be called the Republicans’ — was like cable reality TV or pro wrestling."""
2466,273864989376427_1142114095884841,Donald J. Trump broke his silence.
1090,273864989376427_1275651755864407,"""Donald Trump is mainstreaming hate,"" writes Nicholas Kristof in The New York Times Opinion Section."
3423,273864989376427_1041970439232541,
2354,273864989376427_1157831144313136,"Our fact checks of Donald J. Trump, Marco Rubio, Ted Cruz, Dr. Ben Carson and John Kasich at tonight's GOP debate."
2945,273864989376427_1104879716274946,"Donald J. Trump is not cornering his rivals on immigration. They are choosing to take the low road with him, the editorial board writes in The New York Times Opinion."
1100,273864989376427_1275134895916093,Hillary Clinton and President Bill Clinton's adjusted gross income for 2015: $10.6 million.
1996,273864989376427_1193870174042566,It may be Indiana or bust for Donald J. Trump.
3890,273864989376427_970442549718664,
1502,273864989376427_1240044139425169,"""For the nation’s first black president, Hillary Clinton isn’t just the better candidate. She’s the better America."" Read on in The New York Times Opinion Section."
2413,273864989376427_1151538708275713,The key moments from Hillary Clinton and Bernie Sanders during the latest debate.(Video courtesy of PBS NewsHour: pbs.org/newshour)
3425,273864989376427_1041817069247878,
726,273864989376427_1306097159486533,The paths to victory available for Hillary Clinton and Donald J. Trump. (via The Upshot)
1864,273864989376427_1204284306334486,"Ted Cruz, it seems, will not simply hand his delegates over to Donald J. Trump. (via The New York Times Politics and Washington)"
50,273864989376427_730568950441466,Melania Trump and Michelle Obama met for tea on Thursday in the White House. It was their first post-election meeting. : Chuck Kennedy/The White House
871,273864989376427_1292692144160368,"If incomes are up and poverty is down, why is Donald J. Trump's message of economic decay resonating so broadly?"
2590,273864989376427_1130745063688411,Donald J. Trump took a reader question during his visit to the Editorial Board. Read more: 
791,273864989376427_1301657609930488,"""Donald J. Trump has not yet done anything remotely like what he’ll be asked to do this week: stand there and argue with a seasoned politician about public policy for 90 minutes without any refuge or escape."" (via The New York Times Opinion Section)"
441,273864989376427_1325373714225544,She interrupted him. She mocked him. Hillary Clinton outmaneuvered Donald J. Trump with a surprising new approach: his.
2763,273864989376427_1118672718228979,"Donald J. Trump said that he wasn't sure about the legality of closing mosques, but that it was certainly something that should be looked at."
4061,273864989376427_903434426419477,
1439,273864989376427_1244707592292157,"A faction of delegates tried to stage a last-ditch revolt against Donald J. Trump, causing a scene of momentary discord and boisterous dissent."
2025,273864989376427_1190951161001134,Hillary Clinton’s response to a racially charged skit with NYC Mayor Bill de Blasio: It’s all his fault.
1327,273864989376427_1253935334702716,"Hillary Clinton is like a lot of other men and women who to this day cannot scan, iChat, use Spotify or hook up their Roku."
1332,273864989376427_1253619858067597,"Michael Bloomberg will endorse Hillary Clinton at the Democratic convention, a surprise move that shows his dismay with Donald J. Trump."
1545,273864989376427_1444644668888892,"Donald J. Trump ""may be the most conspiracy-minded major candidate in modern American history … If he loses to Clinton, how will he and his supporters take it?"""
1643,273864989376427_1226477954115121,"Leaders in both parties are approaching Bernie Sanders and Donald J. Trump gingerly, fearful that strong-arm tactics might foster resentment."
949,273864989376427_1287673241328925,"LGBT rights are playing a fascinating, pivotal role in 2016 elections. Read on in The New York Times Opinion Section."
1303,273864989376427_1463528020333890,Some of tonight's speakers at the Democratic convention. Watch live here:- President Bill Clinton- Madeleine K. Albright- Lena Dunham
1756,273864989376427_1214881661941417,"Q&A: We’re talking politics and the media with Jim Rutenberg, the media columnist for The New York Times. What are your questions about the political coverage of the 2016 election?"
2531,273864989376427_1134285183334399,"Sarah Palin is the American politician most fluent in anger, and she paved the way for Donald J. Trump. (via The New York Times Opinion Section)"
3556,273864989376427_1028095407286711,
2944,273864989376427_1104916449604606,A federal judge said that Hillary Clinton did not comply with government policies in her exclusive use of a personal email account while she was secretary of state.
3328,273864989376427_1052959428133642,
1625,273864989376427_1229897457106504,Donald J. Trump often boasts of his success in Atlantic City. The records tell a different story.
832,273864989376427_1297194710376778,Donald J. Trump's view of Governor Chris Christie seems shaped by a single factor that shapes many of his views: loyalty.
3172,273864989376427_1074218619341056,Hillary Clinton called for a path to citizenship for undocumented immigrants. Read more in The New York Times Politics and Washington.
3757,273864989376427_993116217451297,
3312,273864989376427_1056235274472724,
2961,273864989376427_1103589729737278,"What journalists from The New York Times recommend reading from around the web, with selections from MSNBC, GQ and This American Life."
2916,273864989376427_1106355576127360,Breaking News: A new ruling opens the door for unions at fast-food chains and other franchises to negotiate with corporations like McDonald's rather than with individual restaurants.
1322,273864989376427_1254240241338892,"""In America, Hillary Clinton has been part of the backdrop of our lives for nearly a quarter of a century. We’re watching a very familiar face making a brand-new mark on history."" Read on in The New York Times Opinion Section."
1274,273864989376427_1258269700935946,Vice President Biden spoke on behalf of Hillary Clinton and also spoke about losing his son Beau. More DNC highlights: 
713,273864989376427_1307174242712158,"“All I’m doing is bringing up a situation which is very real, about illegal immigration,” Donald J. Trump said. “And I think, you know, most people think I’m right.”"
3544,273864989376427_1029849297111322,
3706,273864989376427_1004919256270993,
2958,273864989376427_1103751319721119,“A good New York slice trumps every kind of pizza.”
1036,273864989376427_10154501391223762,"""Although she has gone to extraordinary lengths to distract and deceive American voters, the truth is finally coming out: Hillary Clinton has an 11th toe."" A satirical exposé by Frank Bruni in The New York Times Opinion Section."
2509,273864989376427_1136557539773830,"Every person, group, place and thing Donald J. Trump has insulted on Twitter since announcing his candidacy for president."
2109,273864989376427_1183553121740938,Donald J. Trump's nomination could imperil even the Republican party’s seemingly iron grip on the House.
1002,273864989376427_1492748877411804,"""You can't have observed Farage over the past couple of years and not think Trump may well win in November. That's Britain's lesson to America."" Read on in The New York Times Opinion Section."
3495,273864989376427_1035048389924746,
418,273864989376427_1326066780822904,"""Let’s dispel with the fiction that Hillary Clinton is only where she is through a random stroke of good luck. She’s a formidable figure, and has been all along,"" Paul Krugman writes in The New York Times Opinion Section."
874,273864989376427_1292424544187128,"Breaking News: Hillary Clinton and Donald J. Trump are virtually tied in the presidential race, according to the latest New York Times/CBS News poll."
1014,273864989376427_1492197054133653,"Donald J. Trump has called for “extreme vetting” to determine who is allowed to enter the U.S., but when it comes to his campaign, he has shown a propensity to be lenient."
903,273864989376427_1290841501012099,Hillary Clinton is being treated for pneumonia. A video showed her stumbling after she left a 9/11 ceremony on Sunday.
1739,273864989376427_10154367591813689,"""We have to get your governor and get going. She's got to do a better job, OK?"" Donald J. Trump told supporters at a rally in New Mexico."
1167,273864989376427_10154469976463762,"A walking tour of Ljubljana, in the footsteps of the local girl Melania Trump."
27,273864989376427_1352386498190932,Thousands have turned out in at least 50 cities since Election Day.
591,273864989376427_1315179735244942,"Donald J. Trump ""needed a viral moment to drown out his embarrassment from 2005. So he tried to bring back 1998."""
1203,273864989376427_1263814180381498,"“I’m not going to relax,"" Christine Quinn told Donald J. Trump's former campaign manager. ""Because we have a man running for president of the United States who made a gold star mother have to go on TV and cry in front of America. This isn’t about politics——"""
2655,273864989376427_1126384774124440,"Breaking News: Americans are deeply fearful of another terrorist attack, lifting Donald J. Trump to a new high among likely GOP primary voters."
536,273864989376427_1318550241574558,"A 1980 defeat set in motion a process of endless revision, by Hillary Clinton and her opponents, that has defined her career."
565,273864989376427_1316553028440946,"""Rejecting Trump isn’t enough. If that is all we do, Trumpism will return, with a savvier frontman,"" David Leonhardt writes in The New York Times Opinion Section."
2045,273864989376427_1188968831199367,The move comes after the worst 2-week stretch of Donald J. Trump's brief political career.
1842,273864989376427_1205057232923860,Donald J. Trump's choice not to reveal his tax returns could be revealing.
262,273864989376427_1553204641366227,"From Barack Obama's 2003 Senate campaign to Hillary Clinton's 2016 campaign, see how Michelle Obama has evolved on the campaign trail."
3803,273864989376427_986043414825244,
1419,273864989376427_1245472288882354,Melania Trump's speech at the GOP Convention has stirred up a lot of questions. Times reporter Ashley Parker is here to discuss the similarities to First Lady Michelle Obama's speech from the 2008 Democratic National Convention #NYTElection
2610,273864989376427_1128646287231622,"On a summer day in 1972, Hillary Clinton's mission was simple: Establish whether a new private school in Dothan, Ala., was discriminating based on race."
3700,273864989376427_1005809459515306,
2764,273864989376427_1118562531573331,Hillary Clinton's long-awaited appearance before a House committee investigating the Benghazi attacks served partly as a replay of contested arguments.
3851,273864989376427_978503892245863,
2872,273864989376427_1110269282402656,"With the election of Jeremy Corbyn, a longtime socialist, the Labour Party is in the hands of the hard left for the first time in decades."
1775,273864989376427_1212348522194731,We found more than a dozen donors who have given millions to Republicans who say they will not give money to Donald J. Trump.
1953,273864989376427_1196729203756663,"Updated: Donald J. Trump swept the night in the GOP race. Hillary Clinton won in Pennsylvania, Maryland and Delaware. Bernie Sanders won in Rhode Island."
1575,273864989376427_1236536436442606,"Donald J. Trump delivered a scathing attack on Hillary Clinton's record, accusing her of being a “world-class liar” and incompetent."
3712,273864989376427_1003162756446643,
3444,273864989376427_1039921726104079,
1814,273864989376427_1206805582749025,Social conservatives believe Hillary Clinton could be far worse than Donald J. Trump.
906,273864989376427_1290737607689155,"“You know, to just be grossly generalistic, you could put half of Trump’s supporters into what I call the basket of deplorables. Right?” Hillary Clinton said on Friday. “The racist, sexist, homophobic, xenophobic, Islamaphobic — you name it."""
3972,273864989376427_944835428946043,
3383,273864989376427_1045820685514183,
453,273864989376427_1538788409474517,"Tonight, Donald J. Trump introduced us to the “bad hombres.” (via The New York Times Opinion Section)"
907,273864989376427_1290695667693349,"""The bitch in dark glasses and pursed lips who became an internet sensation, the bitch who sighed and brushed invisible lint from her shoulders while being grilled on Benghazi, the bitch who cares deeply about winning and doesn’t care who knows it—that’s the Hillary we need."" Read on in The New York Times Opinion Section."
1602,273864989376427_1232857396810510,Meet America's loneliest Donald J. Trump supporter.
2265,273864989376427_1168052099957707,"Maureen Dowd writes in The New York Times Opinion Section: Donald J. Trump is ""like the blond alien in the 1995 movie 'Species,' who mutates from ova to adult in months, regenerating and reconfiguring at warp speed to escape the establishment, kill everyone in sight and eliminate the human race."""
2112,273864989376427_1183442208418696,"“Remember, we’re not on a playground. We’re running for president of the United States,” Charlie Sykes told Donald J. Trump."
