statis_id,content,source
273864989376427_988626164566969,It's Hillary vs. Jeb on Twitter,msnbc
273864989376427_988714781224774,"""I think that Jeb's answer the other day on women's health issues is a disaster for him ... I will be great on women's health issues, I cherish women, believe me.""  -- Donald Trump",msnbc
273864989376427_1040945012668417,Hillary says yes to new friends.,msnbc
273864989376427_1177237659039151,"Donald J. Trump leads Ted Cruz by 15 points in Indiana, according to the latest NBC News poll.",msnbc
273864989376427_944421535654099,"Will America say ""You're hired!"" to Trump?",msnbc
273864989376427_1255634847866098,"""Neither of these emails involve the secretary or relate to the foundation's work. They are communications between her aides and the President's personal aide,""-Statement from the Hillary Clinton campaign.",msnbc
273864989376427_1222494847846765,"Right now my hope is that we can reach an agreement on some very important issues... as of this moment we're not there quite yet.""  - Bernie Sanders on endorsing Hillary Clinton",msnbc
273864989376427_1046670248762560,"Moms who shop at Wal-Mart have supported the winning candidate or party in every election since 2008, except in 2014.",msnbc
273864989376427_1325845924178323,"""I will look at it at the time. I'm not looking at anything now,"" Donald J. Trump  said during the final presidential debate.",msnbc
273864989376427_1268491946580388,"Here's the link between the Donald J. Trump campaign and its new CEO, former Breitbart exec Steve Bannon.",msnbc
273864989376427_1194240594005524,Why Donald J. Trump's prediction isnt completely outlandish ...,msnbc
273864989376427_1244756865620563,"Donald J. Trump told reporters this week he doesn't know and has never met Putin, but that's not what he told MSNBC 3 years ago.",msnbc
273864989376427_1012176062211979,"""Maybe I'm getting under his skin a little bit, because I am climbing in the polls.""- Carly Fiorina on Donald Trump",msnbc
273864989376427_1175155335914050,"""I particularly want to commend Donald Trump ... But I will be voting for Ted Cruz,"" says Gov. Mike Pence ahead of Indiana primary.Watch more: ",msnbc
273864989376427_1318761878220061,One of these swing states could determine the election.,msnbc
273864989376427_1113458435417074,Did Donald J. Trump just alienate an influential voting bloc?,msnbc
273864989376427_1172271599535757,Trump believes he is clearly more presidential than John Kasich when it comes to this issue: Pizza.Watch more: ,msnbc
273864989376427_1261332100629706,"""This is an extraordinarily rare step that was sought solely by Republicans for the purposes of further second-guessing the career professionals at the FBI.""- Brian Fallon, a national spokesman for the Hillary Clinton campaign.",msnbc
273864989376427_1203669086396008,"""There are plenty of reasons not to agree with everything Hillary Clinton has done or has said, plenty of reasons not to vote for her. But I think the vitriol absolutely comes from a sexist place,"" Valenti said.",msnbc
273864989376427_923341557762097,Is Hillary Clinton the champion of the working class? The Democratic 2016 frontrunner returns to Iowa amid criticism of her personal finances: ,msnbc
273864989376427_1204474812982102,"The California attorney general calls Donald J. Trump's racially charged remarks about a federal judge ""outrageous.""",msnbc
273864989376427_1115695781860006,"When asked about the poll Trump said ""someone at the WSJ doesn't like me.""",msnbc
273864989376427_1129272053835712,"Clinton and Sanders both lead in hypothetical matchups against Trump and Cruz in the state, too.",msnbc
273864989376427_1179832708779646,"""Happy #CincoDeMayo! The best taco bowls are made in Trump Tower Grill,"" the presumptive GOP nominee tweeted.",msnbc
273864989376427_1117844761645108,"""I am convinced she's going to be the nominee of our party.""- Rep. Jim Clyburn on Secretary Hillary Clinton",msnbc
273864989376427_1108764629219788,"""This is a guy that if he came looking for a job, you'd say, 'No thank you.' And that's the way it is.""- Donald J. Trump slams Jeb Bush for calling him a ""loser""",msnbc
273864989376427_1178246912271559,BREAKING: Donald J. Trump is the projected winner in the Indiana Republican primary.See full results: ,msnbc
273864989376427_1040237059405879,"""You see the problems that come when Democrats don't show up."" --Hillary Clinton",msnbc
273864989376427_1340661302696785,"In battleground Florida, Hillary Clinton's lead has tightened to a mere one point advantage over Donald J. Trump.",msnbc
273864989376427_1239786516117598,"""The values of brotherhood and solidarity that Luciano Pavarotti upheld throughout his artistic career are incompatible with the world vision of the candidate Donald J. Trump,"" wrote Pavarotti's widow and three daughters.",msnbc
273864989376427_1233875146708735,Mike Pence represents everything Donald J. Trump ran against. Chuck Todd wonders how comfortable this GOP ticket will really be two months from now...,msnbc
273864989376427_952887814807471,"This has nothing to do with Mexico other than, if you want to become a citizen of Mexico, its almost impossible, and yet Mexico allows these people to flow freely right through Mexico, right over our borders. And it has to stop.""- Donald Trump, in an interview with Jose Diaz-Balert",msnbc
273864989376427_1533850739968284,"Choo-choo! These women are still all aboard the Trump train.Watch the ""Women for Trump,"" including Donald J. Trump's daughter-in-law Lara Yunaska and ""Apprentice"" star Omarosa Manigault, pump up an enthusiastic crowd in Charlotte, North Carolina.Watch full video: ",msnbc
273864989376427_910309255731994,"Mr. Donald ""fix it"" Trump.",msnbc
273864989376427_1314636055299310,We're live from inside the spin room after Hillary Clinton and Donald J. Trump faced off in the second presidential #debate.,msnbc
273864989376427_1187902587972658,"""We see the devastation that Hillary Clinton would wreck upon the United States of America. She would be far worse than just an extension of the Obama agenda. She promises to even worsen the Obama agenda."" - Texas Governor Greg Abbott",msnbc
273864989376427_1183749585054625,Hillary Clinton's campaign manager John Podesta denounced the book as a bunch of outlandish claims with zero evidence.,msnbc
273864989376427_1195042497258667,"""Donald J. Trump cannot come to our city after calling us rapists.""",msnbc
273864989376427_1196062937156623,"""Nobody has more respect for women than Donald Trump!""- Donald J. Trump in a tweet on March 26, 2016Read more: ",msnbc
273864989376427_1254240241338892,"""My conclusion about Mr. Trumps unsuitability for office is based on his disregard for the precept of treating others with respect, an idea that should transcend politics""- U.S. Senator Susan Collins",msnbc
273864989376427_1065981770164741,"58% of adults polled believe that Trump's rhetoric is ""insulting and offensive.""",msnbc
273864989376427_1028806943882224,"The one thing Elizabeth Warren, Donald Trump and Jeb Bush can agree on...",msnbc
273864989376427_1344391795657069,"Aware that she could be declared the president-elect in about 48 hours, Clinton seemed to get a head start on the national group therapy session.",msnbc
273864989376427_1145661035530147,"I have nightmares that someones trying to break into our apartment, and its going to take 10 minutes for a patrol car.-Bethany Mandel, a conservative blogger who criticized Trump online",msnbc
273864989376427_1110140199082231,"Shes in good spirits. She doesnt like to lose, but she expected it.- Jennifer Palmieri, Clinton campaign communications director",msnbc
273864989376427_1039994832763435,"""'Don't ask, don't tell' is something that, you know, Bill promised during the '92 campaign to let gays served openly in the military... it's what he intended to do.""-- Hillary Clinton on her husband's position on civil rights",msnbc
273864989376427_1300079383421644,"""There is no way anybody of color with any common sense would support the candidacy of Donald Trump,"" a former Philadelphia cop said.",msnbc
273864989376427_1277559505673632,"""Hillary Clinton should shut down the Clinton Foundation right now."" - Mike PenceWatch more: ",msnbc
273864989376427_1257282741034642,The campaign released ten years worth of Kaine's records and made public all of the Clintons' returns since 1977.,msnbc
273864989376427_1127780657318185,#NeverTrump is easier tweeted than done.,msnbc
273864989376427_1290841501012099,"Brian Fallon, National Press Secretary for Hillary Clinton, speaks with Thomas Roberts about Clinton's shrinking lead in the polls.",msnbc
273864989376427_1238619119567671,Some see a lot of Archie Bunker in Donald J. Trump.,msnbc
273864989376427_1084375168325401,"""Ted Cruz is trying to step-up his whole game on amnesty and illegal immigration because it was actually quite weak.""- Donald Trump",msnbc
273864989376427_1272839906145592,Deportation? Path to citizenship? Trump says he'll explain his immigration policies this week in Arizona.,msnbc
273864989376427_1152670558162528,Clinton has been on both sides of the underdog-frontrunner divide.,msnbc
273864989376427_1320078111421771,Watch some of the best moments from Michelle Obama's powerful speech condemning Donald J. Trump's recent remarks about women. Read more: ,msnbc
273864989376427_1239504749479108,"""Nobody knows the system better than me, which is why I alone can fix it.""- Donald J. Trump",msnbc
273864989376427_1126836207412630,"""Here's what I know: Donald J. Trump is a phony, a fraud. His promises are as worthless as a degree from Trump University."" Mitt Romney takes on the GOP frontrunner: ",msnbc
273864989376427_1104441742985410,"""I am very energized about this, because I like a contest of ideas.""- Hillary Clinton",msnbc
273864989376427_898299316932988,The No. 1 most-asked question: How old is Hillary Clinton?,msnbc
273864989376427_1106063842823200,Hillary Clinton outlines her problems with Bernie Sanders promises at #DemDebateWatch live on MSNBC or on our livestream:  can also follow along with our liveblog for minute by minute updates: ,msnbc
273864989376427_1100169436745974,"God is hardly Donald J. Trump's co-pilot, according to the GOP base.",msnbc
273864989376427_1173204836109100,Donald J. Trump attacked John Kasich for excessive eating on the campaign trail.... But does anybody actually look good when they eat? ,msnbc
273864989376427_1221301227966127,"When splitting the voters by race, black voters back Hillary Clinton 91% to 1%.",msnbc
273864989376427_1124081107688140,Did Clinton's S.C. primary win give her a direct path to the nomination?,msnbc
273864989376427_1165818096847774,"Amid backlash, Hillary Clinton has carefully defended her husband, but not entirely his record.",msnbc
273864989376427_1039552636140988,"Is this a preview for GOP attacks during the general election, if Clinton wins the nomination?",msnbc
273864989376427_1229842323778684,"It's a last-ditch effort, with the thought being if they can't get rid of Trump, then they can force at least one major concession.",msnbc
273864989376427_1098617560234495,"""They're all against me.""- Donald J. Trump",msnbc
273864989376427_1131254353637482,This ad is letting Donald J. Trump do all the talking.,msnbc
273864989376427_1066627176766867,"""But we have to get a hand around a very serious problem. And it's getting worse. And you will have more World Trade Centers and you will have more bigger than the World Trade Center if we don't toughen up, smarten up, and use our heads.""- Donald J. Trump",msnbc
273864989376427_1326066780822904,"""I will look at it at the time. I'm not looking at anything now,"" Trump said when asked point blank if he would absolutely accept the results on Election Day.",msnbc
273864989376427_1161030110659906,"Hot dogs, baseball, and subway snafus: Saturday Night Live pokes fun at Hillary Clinton's New York ties.More here: ",msnbc
273864989376427_1221391694623747,"""I do not blame Hillary Clinton or Leon Panetta. They were balancing security efforts at embassies and missions around the world.""- Anne Stevens, sister of former U.S. Ambassador Chris Stevens",msnbc
273864989376427_1050653501697568,Wigging out over Hillary Clinton's new hairdo.,msnbc
273864989376427_1100967863332798,"Iowans are about to tell us whether Trump's crowd is filled with voters, or just fans.",msnbc
273864989376427_1170664199696497,You've probably never heard of them  but they could change the election.,msnbc
273864989376427_1342157392547176,Melania Trumps first public speech since her infamous RNC appearance was about bullying people online.,msnbc
273864989376427_1071107189652199,"""I think Jeb is a very nice person...but we need tough people.""- Donald J. Trump clashes with Jeb Bush at the fifth GOP Debate",msnbc
273864989376427_922757331153853,"When asked if he would continue to give paid speeches during his wife's presidential campaign, former president Bill Clinton said, ""Oh yeah, I gotta pay our bills.""",msnbc
273864989376427_1036580353104883,What part of democracy are all these candidates afraid of? writes Hillary Clinton.,msnbc
273864989376427_1265392816890301,"Throughout the Republican primary, Donald J. Trump supported the forcible removal of the some 11 million undocumented immigrants estimated to live in the United States.",msnbc
273864989376427_1295755200520729,"The latest controversy swirling around the campaign is whether Donald J. Trump used $258,000 from his charity to settle legal disputes involving his businesses.",msnbc
273864989376427_900135380082715,"""Good for her. Anybody who wants to run for president should have the chance to do it. Well see how she does.""- Christie on Clinton",msnbc
273864989376427_997238740372378,"Theres a lot of frustration and anger in the country about the federal government, and about politicians in both parties. And Donald has become a vehicle for that kind of frustration. -- Charlie Black, GOP campaign strategist",msnbc
273864989376427_1098060210278413,President Obama on Donald J. Trump: This guy is the champion of working people?Read more about President Obama's visit to Philadelpha: ,msnbc
273864989376427_1254470484649201,Hillary Clinton's lead over Donald J. Trump keeps getting bigger...,msnbc
273864989376427_1280426022053647,"""If that was a joke, I'm not laughing."" - Jacob Monty, who resigned from Trump's Hispanic advisory council",msnbc
273864989376427_1281404008622515,The latest battleground map from NBC News shows that Hillary Clinton has an advantage when it comes to the Electoral College breakdown.,msnbc
273864989376427_1084976714931913,"""We should not reward people who use inflammatory rhetoric, who use derogatory comments, whether it is about Muslims, or Mexicans or women or people with disabilities.""- Hillary ClintonTune in to MSNBC tonight at 7pm EST for more of Hardball with Chris Matthews' exclusive interview with Hillary Clinton",msnbc
273864989376427_1268879839874932,What is Donald J. Trump's stance on immigration? Trump campaign manager Kellyanne Conway stops by The Rachel Maddow Show to shed some light.More from Rachel Maddow's interview with Kellyanne Conway: ,msnbc
273864989376427_1255202594575990,"Nehlen's candidacy gained legitimacy after Donald J. Trump praised him on the campaign trail and refused, for a time, to back Ryan.",msnbc
273864989376427_1183375281758722,"He is a man baby. He has the psychical countenance of a man, and a babys temperament  and hands.- Jon Stewart takes on Donald J. Trump",msnbc
273864989376427_1349371121825803,"Thirty-six hours after Donald J. Trump won the presidential election, his campaign committee is still asking supporters for money.",msnbc
273864989376427_1253619858067597,"""It was shortly that initial workshop that I realized that this was not what they were presenting it to be. This was a scam.""- Cheryl Lankford, a military widow who attended Trump University",msnbc
273864989376427_1285828828180033,Democrats bring the heat with this fiery anti-Trump political ad.,msnbc
273864989376427_1079359778826940,"On Feb. 9, we trust New Hampshire Republicans will send Biff Trump back to somewhere  anywhere but on the road to the most important elective office in the United States at a most crucial time for this nation.- Joseph W. McQuaid",msnbc
273864989376427_970920086337577,Religious conservatives sought reassurance at the Family Leadership Summit. They got a whole lot of Trump.,msnbc
273864989376427_1121130707983180,Marco Rubio could have a tough time following President Bill Clinton's model of success.,msnbc
273864989376427_1343993245696924,"JUST IN: FBI Director Comey: ""We have not changed our conclusions"" after Clinton email review. ",msnbc
273864989376427_974111842685068,"""He's sort of a political car wreck where people slow down and watch. When he crossed the line with John McCain and other veterans, that was the beginning of the end.""- Lindsey Graham on Donald Trump",msnbc
273864989376427_1085076551588596,"Online petitions with more than 100,000 signatures are automatically considered for debate in the British Parliament. The petition banning Trump has over 568,000 to date.",msnbc
273864989376427_961427207286865,Will Trump's immigration meltdown drag down the GOP's efforts to win Latino voters?,msnbc
273864989376427_1106075346155383,"Quid pro quo? Hillary Clinton says no at #DemDebate.""You will not find that I have ever changed a view or a vote because of any donation that I have ever received.""Watch: ",msnbc
273864989376427_1127901647306086,The annual conference foreshadowed the rise of Donald Trump more than anyone realized until now.,msnbc
273864989376427_993116217451297,"""I feel as if the encounter was good. It moves a conversation about race in the United States to a newer and deeper level.""-- #BlackLivesMatter organizer Julius Jones on his meeting with Hillary Clinton",msnbc
273864989376427_1193784824051101,"""Ask yourself, how can anybody lose money running a casino?""- Hillary Clinton, on Donald J. Trump",msnbc
273864989376427_1184871528275764,To embrace Donald J. Trump or not embrace Donald Trump? That is the question many Republicans are wrestling with ...,msnbc
273864989376427_917217251707861,"President Obama will become the 4th president to hit this major milestone today after presidents Nixon, Bush, and Clinton.",msnbc
273864989376427_1312103555552560,"Rick Scott currently serves as national chairman of the pro-Trump super PAC ""Rebuilding American Now.""",msnbc
273864989376427_1557906820896009,"""I didn't have to bring J Lo, or Jay Z, the only way she gets anybody. I'm here all by myself... Just me, no guitar, no piano, no nothing.""- Donald J. Trump knocks Hillary Clinton for inviting musical guests to recent campaign rallies.More: ",msnbc
273864989376427_1331437386952510,"Monday was Elizabeth Warren's turn to join her fellow Democrats in cranking up the heat on her Republican colleagues in the Senate, who have become as big of targets as Donald J. Trump in the closing days of the campaign.",msnbc
273864989376427_1281076898655226,"Hillary Clinton has a six-point buffer over Donald J. Trump  in two-way match-up, but her lead narrows in a four-way race.",msnbc
273864989376427_1540792062607485,The gloves came off in Vegas last night. Watch Donald J. Trump and Hillary Clinton trade barbs during the third and final presidential debate.Catch up on more memorable debate moments here: ,msnbc
273864989376427_1133663570063227,John Kasich pushed back against Donald J. Trump's attack ads while speaking with Willie Geist during a town hall airing tonight on MSNBC.Watch more: ,msnbc
273864989376427_1089068777856040,"Economic uncertainty and anger persist as 2016 presidential election topics, driving the campaigns of outsider candidates like Donald Trump.",msnbc
273864989376427_1070390833057168,"""If elected, Mr. Trump, I can state unequivocally, will be the healthiest individual ever elected to the presidency.""- Dr. Harold Bornstein.",msnbc
273864989376427_1254772257952357,No one is working harder to make sure the world knows Hillary Clinton can lose than...Hillary Clinton.,msnbc
273864989376427_1054104608019124,Would Drunk Uncle love Ted Cruz as much as he loved Donald Trump?,msnbc
273864989376427_1315364045226511,"Donald J. Trump interrupted Hillary Clinton a total of 19 times, while she interrupted him only twice.",msnbc
273864989376427_1152796934816557,Trump said his pick for Supreme Court justice would go after Hillary Clinton.,msnbc
273864989376427_1117965258299725,"Some may have doubted us, but we never doubted each other.ICYMI: Here are the highlights from Hillary Clinton's victory speech in Nevada: ",msnbc
273864989376427_1128449093918008,"For all of you who vow to move to Canada in case of a Donald J. Trump victory, you're in luck.",msnbc
273864989376427_1088245774605007,"Hillary Clinton and Bernie Sanders, and Donald J. Trump and Ted Cruz, are running neck-and-neck in Iowa. Clinton and Sanders are also within the margin of error in New Hampshire.",msnbc
273864989376427_1100906383338946,"""I don't know who to root for more.""- Vice President Joe Biden on Cruz vs. Trump",msnbc
273864989376427_1315023305260585,"The Donald is back. At least, that's what Republicans gathered at debate watch parties in Wisconsin and Pennsylvania said.",msnbc
273864989376427_1105140942915490,The former federal prosecutor also said he'd serve Hillary Clinton with a subpoena.,msnbc
273864989376427_1151905341572383,He claims the phone records may have a direct effect on the presidential election.,msnbc
273864989376427_1319571228139126,"The first lady said Donald J. Trump's comments about women had ""shaken me to my core in a way that I couldn't have predicted.""",msnbc
273864989376427_1117616238334627,Donald Trump talks about our flag like its a social disease.,msnbc
273864989376427_1066814250081493,"Look, hes not going to be the nominee, Bush said of Trump, who currently leads the GOP field in national polling.",msnbc
273864989376427_1288493481246901,"Just as Donald J. Trump was decrying Hillary Clinton's  ""a basket of deplorables"" comment, an altercation broke out in the stands above him.",msnbc
273864989376427_1271673916262191,"Donald J. Trump received swift backlash for tweeting about the fatal shooting of NBA star Dwyane Wade's cousin and writing, ""African-Americans will VOTE TRUMP!""",msnbc
273864989376427_1313390858757163,"De Niro goes on a tirade against Donald J. Trump, calling him a ""dog and a pig"" in a new leaked video.",msnbc
273864989376427_1145903772172540,Maricopa County Recorder Helen Purcell explains why she slashed 70% of her county's polling sites before Tuesday's primary election. Watch the full interview: ,msnbc
273864989376427_943786682384251,"Is ""The Donald"" about to ask America to say, ""You're hired?""",msnbc
273864989376427_1062383210524597,"Its always struck me how, depending on the way you look at it, Rosa Parks either did something tremendous or something rather humble. - Hillary Clinton",msnbc
273864989376427_1215096515253265,"Senator Chris Murphy says Donald J. Trump ""took a position that was more extreme than the NRA itself"" after the Orlando massacre.",msnbc
273864989376427_1266254043470845,Does Hillary Clinton already have the votes she needs to become the first female president in November?,msnbc
273864989376427_1290436347719281,"Hillary Clinton released medical records providing new details about her pneumonia diagnosis and general health  just hours after Donald J. Trump offered some new information about his own well being in a taped appearance on the ""Dr. Oz Show.""",msnbc
273864989376427_1346023912160524,"New Hampshire's primary gave Hillary Clinton  the most bruising defeat of her campaign against Bernie Sanders, and now the race there has tightened.",msnbc
273864989376427_1012215905541328,"A month ago, Hillary Clinton had a 19-point lead over Bernie Sanders.",msnbc
273864989376427_1211879778908272,Trump TV?,msnbc
273864989376427_1261092920653624,Donald J. Trump is desperately trying to burnish his foreign policy credentials.,msnbc
273864989376427_1317141781715404,Donald J. Trump's favorable rating bests Paul Ryan's by a towering 20 points.,msnbc
273864989376427_1178880275541556,"""The people chose him, in part, because it is a total rejection of the political establishment as it now stands. That's an ominous sign, it seems to me, for Hillary Clinton, who is a pure product of that political establishment.""- Tom Brokaw on Donald J. Trump's rise",msnbc
273864989376427_1237779809651602,"JUST INThe writer said she had offered to resign over the error, but Donald J. Trump rejected it, chalking the incident up to ""innocent mistakes.""Watch more: ",msnbc
273864989376427_974058079357111,"If you insult ""The Donald,"" he might give out your cell phone number. But he may leave his most outrageous comments about you in writing.",msnbc
273864989376427_1061685090594409,Trump is not taking back his comments about seeing Arab New Jersey residents celebrate in the wake of 9/11.,msnbc
273864989376427_988816721214580,"Almost exactly four years ago, Rick Perry had a commanding 15-point lead in the polls.Eight years ago, Rudy Giuliani led the GOP presidential field at 32%.Will Donald Trump be able to hold his lead in 2016?",msnbc
273864989376427_1034700639959521,"If Hillary Clinton was last nights big winner, the big loser was  Joe Biden.",msnbc
273864989376427_1308346272594955,"Craig discusses receiving Donald J. Trump's tax documents in her mailbox anonymously, and how this led to a scathing Times report on Trump's tax habits.",msnbc
273864989376427_1134285183334399,"During a rally in Ohio, Secret Service surrounded Donald J. Trump from protesters who attempted to get on the stage: ",msnbc
273864989376427_1284624788300437,"""The actual Russian word that Putin used when talking about Donald Trump only means brilliant in one sense. It means 'brilliant' in the sense of shiny. 'Brilliant' as in a bright light, not as in a bright person.""- Rachel Maddow, host of The Rachel Maddow Show",msnbc
273864989376427_962531570509762,"I have a great relationship with the Mexican people...They love me, I love them. - Donald J. Trump",msnbc
273864989376427_1211185902310993,"""What this says is, there is no ceiling, that ceiling just went boom! It says anything is possible when you can be leader of the free world.""- Oprah Winfrey explains why she supports Hillary Clinton",msnbc
273864989376427_1341582355938013,"Donald J. Trump holds the advantage in the reliably Republican states of Arizona and Texas with five days until Election Day, but he's running neck and neck with Hillary Clinton  in Georgia, according to a trio of new NBC News/Wall Street Journal/Marist polls.",msnbc
273864989376427_995497063879879,"""I cant imagine that he actually wants to be president.""-- Rachel Maddow, on Republican candidate Donald Trump",msnbc
273864989376427_1346595962103319,Those who were unwilling publicly to admit they were supporting Donald J. Trump used the privacy of the curtain of the ballot box to make their voices heard.,msnbc
273864989376427_1316337365129179,"And in a head-to-head race, Hillary Clinton bests Donald J. Trump by 10 points.",msnbc
273864989376427_990561387706780,"U.S.-Cuba relations, Hillary Clinton's emails and extreme weather are some of the top stories today.",msnbc
273864989376427_1263413303754919,The future of the Clinton Foundation had been a major question heading into November.,msnbc
273864989376427_1520032001350158,"Donald J. Trump said he can be ""nastier"" than Hillary Clinton. He delivered at a rally in Pennsylvania. More on the week that led up to Trump's tough talk: ",msnbc
273864989376427_1002954253134160,"For the first time, Hillary Clinton's support in Iowa has fallen below 50% ...",msnbc
273864989376427_1271469669615949,"Hillary Clinton described Donald J. Trump as ""a man with a long history of racial discrimination who traffics in dark conspiracy theories drawn from the pages of supermarket tabloids.""",msnbc
273864989376427_1034036010025984,Live from New York ... Its Donald Trump!,msnbc
273864989376427_1073934722702779,"Hillary said she would turn to her husband, as prior presidents have, for advice in particular about how to get the economy working for everybody, ""which he knows a little bit about.""",msnbc
273864989376427_1269914896438093,"Donald J. Trump says Hillary Clinton's  attempt to link him and the Republican Party to the ""paranoid fringe"" and ""stoking"" racial resentment is a ""disgusting argument.""",msnbc
273864989376427_1058682434228008,The battle between Ohio Gov. John Kasich and GOP front-runner Donald J. Trump is heating up.,msnbc
273864989376427_1029922420437343,To: Marco Rubio From: Donald Trump,msnbc
273864989376427_1113838292045755,Donald J. Trump may have gone too far at the last #GOPDebate.,msnbc
273864989376427_1070768033019448,Why the truth with Trump may not really be that funny...,msnbc
273864989376427_1209706429125607,Donald J. Trump hit the big 7-0 today.,msnbc
273864989376427_1221982077898042,Just 74% of Republicans back Donald J. Trump over Hillary Clinton in this poll.,msnbc
273864989376427_1321344171295165,Here are some of the highlights from this latest round of stolen emails purported to be from Hillary Clinton's campaign chairman John Podesta's account.,msnbc
273864989376427_1146471112115806,"Once again, Cruz bites back at Trump's attacks.",msnbc
273864989376427_730542140444147,Rachel Maddow tells Chris Hayes on what worries her most about President-elect Donald J. Trump.More: ,msnbc
273864989376427_1057196181043300,Donald Trump is now playing defense on another front  this time about what he claims to have seen on 9/11.,msnbc
273864989376427_1184483884981195,"Paris Mayor Anne Hidalgo on Donald J. Trump: ""Mr. Trump is so stupid. My God.""Watch more: ",msnbc
273864989376427_1262025797227003,"Donald J. Trump just hired a guy whose website claims that ""birth control makes women unattractive and crazy.""",msnbc
273864989376427_943305242432395,"Hillary Clinton on Pres. Obama's handling of income inequality: He ""has done an extraordinary job in dealing with a terrible set of issues he inherited.""",msnbc
273864989376427_1246121445484105,"DNC speaker Khizr Khan to Mitch McConnell, Paul Ryan: ""Isn't it time to repudiate Trump?""",msnbc
13652355666_10152911892230667,"Marybel Gonzalez, a former Miss Colorado USA, called out Republican presidential candidate Donald Trump on Instagram for comments he made about Mexican immigrants.",usatoday
13652355666_10152984206365667,Donald J. Trump's comments about Megyn Kelly cost him an invitation to a RedState gathering his competition is attending.,usatoday
13652355666_10153846921830667,"I have to be very boring for you, Donald Trump said to Dr. Oz.",usatoday
13652355666_10153397182110667,"We have been watching the rise of Mr. Trump as political entertainment, but its no longer a joke.""",usatoday
13652355666_1740033416321179,"President-elect Donald Trump delivered his victory speech after a historic upset, pledging to be a president for 'every citizen of our land.' ",usatoday
13652355666_10153912276015667,"Caroline Giuliani  the daughter of Trump supporter Rudy Giuliani  is making it clear that she's ""with her"" ",usatoday
13652355666_10153667895900667,The controversy over Trumps unorthodox candidacy has had some effect on fundraising.,usatoday
13652355666_10153573727720667,"So I don't agree with everything that Trump says or does, but I do know that now we have a choice  a choice between two very unpopular candidates, he said.",usatoday
13652355666_10153394563865667,GOP presidential hopeful Donald Trump said he's to thank for attracting Independents and first-time voters. ,usatoday
13652355666_10153711257660667,"Hillary Clinton pledges to ""fight"" for ""places that have been left out and left behind.""",usatoday
13652355666_10153994932090667,"The FBI believes some emails ""appear to be pertinent"" to its investigation into Clinton's use of a private server during her tenure as secretary of State.",usatoday
13652355666_10153034337150667,"As John Boehner was about to win the speakers gavel in 2010, a Hillary Clinton political confidant called him ""louche, alcoholic, lazy, and without any commitment to any principle,",usatoday
13652355666_10154026643060667,Canada's immigration website crashes as Donald Trump gains momentum in the 2016 election. Coincidence? ,usatoday
13652355666_10153913599810667,"Donald J. Trump is trying to brush this off, but can Billy Bush?",usatoday
13652355666_10153187905895667,"Donald J. Trump is still No. 1, but is Ted Cruz the candidate for social conservatives?",usatoday
13652355666_10153108479210667,"The last time Donald J. Trump hosted Saturday Night Live was April 2004 when ""The Apprentice"" was blowing up and everyone was firing each other in daily conversation.",usatoday
13652355666_10153803401140667,Here's Trump's 10-step immigration plan in a nutshell. ,usatoday
13652355666_10153869661315667,"""There is only one choice when we elect a president in November: Hillary Clinton.""",usatoday
13652355666_10153700128305667,Cory Booker is trying to counter Donald Trumps insults with love.,usatoday
13652355666_10153356258720667,Gov. Chris Christie got a lot of attention for his lack of attention during Donald Trump's speech on Super Tuesday. ,usatoday
13652355666_10153076935055667,"Trump was once the birther movements most vocal champion. But when Colbert asked him whether the president was born in the U.S., Trump said: I dont talk about it anymore.",usatoday
13652355666_10153759637340667,McDonald's wants you to get moving.,usatoday
13652355666_10153245077020667,"The video showing Laquan McDonald being shot 16 times was released in November, more than a year after it happened.",usatoday
13652355666_10153898659065667,"Donald J. Trump's campaign says it was all legal, but Hillary Clinton is pointing out ethics issues, with just 35 days left in the race. ",usatoday
13652355666_10153696749435667,"Last week, we brought you #TrumpNation. This week, we take a closer look at #ClintonNation and why they're with her.",usatoday
13652355666_10153777134480667,The Clinton campaign did not provide a response to USA TODAY's questions about the donations.,usatoday
13652355666_10154021384670667,"Well, this is one way for Stevie Wonder to make his point about Donald Trump.",usatoday
13652355666_10153710867165667,Donald J. Trump responds to the Muslim father of a fallen soldier who challenged the billionaire in a DNC speech.,usatoday
13652355666_10153879380675667,Susan Page and Eliza Collins preview tonight's monumental debate between Hillary Clinton and Donald Trump.  ,usatoday
13652355666_10153558828610667,BREAKING: It's official. Donald J. Trump has wrapped up the Republican presidential nomination.,usatoday
13652355666_10153550123300667,Donald Trump fired back at Hillary Clinton's comments.,usatoday
13652355666_10153911131655667,"""I love Hillary, I think she's by far the most qualified candidate that we've had in a long while.""",usatoday
13652355666_10153440337635667,Trump makes another controversial statement that probably won't derail his campaign. More news you missed today:,usatoday
13652355666_10153946447565667,"For Trump to win the election, he must steal away blue-collar Democrats from Hillary Clinton.",usatoday
13652355666_10153718294685667,BREAKING: President Obama says Republican leaders should withdraw their endorsement of Donald Trump.,usatoday
13652355666_10153363587680667,Donald J. Trump has won Kentucky.,usatoday
13652355666_10153447964260667,Trump's campaign is accusing Tennessee GOP officials of trying to block pro-Trump delegates from the state's delegation to the convention.,usatoday
13652355666_10154031598575667,"Thousands, including several celebrities, were in the streets to speak out against Donald J. Trump on Wednesday.",usatoday
13652355666_10153843617030667,Melania Trump released a letter attempting to put her immigration rumors to rest.  ,usatoday
